POS,Nombre d'apparitions,Frequence d'apparition
n(sing),18,0.17822
adp(),12,0.11881
adv(gener),8,0.07921
v(infin),7,0.06931
conj(coord),5,0.0495
"v(fin,pres,aux_cop)",5,0.0495
"v(fin,pres,lex)",5,0.0495
pron(poss),4,0.0396
art(def),4,0.0396
art(indef),3,0.0297
n(prop),3,0.0297
conj(subord),2,0.0198
adj(),2,0.0198
adv(neg),2,0.0198
n(plu),2,0.0198
misc(),2,0.0198
interj(),2,0.0198
"pron(pers,1,plu)",2,0.0198
adv(dem),1,0.0099
pronadv(rel),1,0.0099
"pron(pers,2,plu)",1,0.0099
"pron(refl,1,plu)",1,0.0099
pron(inter),1,0.0099
adv(resum),1,0.0099
pron(indef),1,0.0099
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.0099
"pron(pers,1,sing)",1,0.0099
pron(dem),1,0.0099
"v(fin,past,lex)",1,0.0099
"pron(pers,3,sing)",1,0.0099
v(imp),1,0.0099
