POS,Nombre d'apparitions,Frequence d'apparition
n(sing),78,0.208
adp(),31,0.08267
"v(participle,past)",22,0.05867
"v(fin,pres,aux_cop)",22,0.05867
adv(gener),21,0.056
adj(),17,0.04533
art(def),16,0.04267
conj(coord),15,0.04
"v(fin,pres,lex)",14,0.03733
punc(quest),13,0.03467
pron(poss),12,0.032
pron(dem),10,0.02667
v(infin),9,0.024
"pron(pers,1,plu)",9,0.024
pron(indef),9,0.024
"pron(pers,1,sing)",7,0.01867
"pron(pers,3,sing)",6,0.016
pron(rel),6,0.016
v(imp),5,0.01333
conj(comp),5,0.01333
conj(subord),5,0.01333
n(prop),4,0.01067
"v(fin,past,aux_cop)",4,0.01067
adv(neg),3,0.008
n(plu),3,0.008
num(card),3,0.008
v(prtcl),2,0.00533
pron(inter),2,0.00533
punc(comma),2,0.00533
num(indef),2,0.00533
art(indef),2,0.00533
interj(),2,0.00533
adv(dem),2,0.00533
"pron(pers,2,sing)",1,0.00267
"v(fin,past,lex)",1,0.00267
art(def)+adp(),1,0.00267
conj(subord)+adv(gener),1,0.00267
adv(resum),1,0.00267
pronadv(pers),1,0.00267
adp()+pron(dem),1,0.00267
misc(),1,0.00267
"v(participle,pres)",1,0.00267
art(def)+n(sing),1,0.00267
"pron(pers,3,plu)",1,0.00267
"conj(subord)+pron(pers,3,sing)",1,0.00267
