POS,Nombre d'apparitions,Frequence d'apparition
n(sing),58,0.20863
adv(gener),28,0.10072
adp(),25,0.08993
"v(fin,pres,lex)",20,0.07194
conj(coord),18,0.06475
art(def),16,0.05755
adj(),15,0.05396
"v(fin,pres,aux_cop)",10,0.03597
v(infin),8,0.02878
pron(indef),7,0.02518
pron(poss),7,0.02518
n(plu),7,0.02518
art(indef),6,0.02158
"pron(pers,3,sing)",5,0.01799
pron(dem),5,0.01799
n(prop),4,0.01439
conj(subord),4,0.01439
"v(participle,past)",4,0.01439
interj(),3,0.01079
pron(rel),3,0.01079
adv(dem),3,0.01079
"v(fin,past,aux_cop)",3,0.01079
adv(neg),3,0.01079
"pron(pers,1,sing)",3,0.01079
"v(fin,past,lex)",2,0.00719
adv(indef),1,0.0036
num(card),1,0.0036
"pron(pers,3,plu)",1,0.0036
pron(inter),1,0.0036
punc(quest),1,0.0036
"pron(pers,1,plu)",1,0.0036
"pron(refl,3,sing)",1,0.0036
v(prtcl),1,0.0036
misc(),1,0.0036
adv(inter),1,0.0036
"pron(pers,2,plu)",1,0.0036
