POS,Nombre d'apparitions,Frequence d'apparition
n(sing),69,0.20536
adp(),26,0.07738
"pron(pers,1,sing)",24,0.07143
adj(),21,0.0625
conj(coord),18,0.05357
pron(poss),16,0.04762
"v(fin,pres,aux_cop)",12,0.03571
"v(fin,pres,lex)",12,0.03571
v(infin),9,0.02679
"v(participle,past)",9,0.02679
"pron(pers,2,sing)",8,0.02381
punc(quest),8,0.02381
adv(gener),8,0.02381
art(indef),8,0.02381
"pron(pers,2,plu)",7,0.02083
pron(indef),6,0.01786
n(plu),6,0.01786
adv(neg),6,0.01786
n(prop),6,0.01786
v(imp),5,0.01488
pron(dem),4,0.0119
conj(subord),4,0.0119
"v(fin,past,lex)",4,0.0119
art(def),4,0.0119
interj(),3,0.00893
adp()+art(def),3,0.00893
"v(fin,past,aux_cop)",3,0.00893
adv(dem),2,0.00595
art(def)+n(sing),2,0.00595
"pron(pers,1,plu)",2,0.00595
art(def)+adp(),2,0.00595
num(indef),2,0.00595
num(card),2,0.00595
misc(),2,0.00595
"pron(pers,3,sing)+pron(pers,3,sing)",1,0.00298
"pron(pers,2,sing)+v(fin,pres,lex)",1,0.00298
adv(resum),1,0.00298
"pron(pers,3,plu)+pron(pers,3,sing)",1,0.00298
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00298
num(ord),1,0.00298
adv(),1,0.00298
pronadv(inter),1,0.00298
"pron(pers,3,sing)+adv(inter)",1,0.00298
"pron(pers,3,sing)",1,0.00298
adv(inter),1,0.00298
"pron(pers,3,sing)+v(fin,pres,lex)",1,0.00298
"v(participle,pres)",1,0.00298
