POS,Nombre d'apparitions,Frequence d'apparition
n(sing),138,0.21037
adp(),77,0.11738
adv(gener),40,0.06098
pron(poss),37,0.0564
adj(),35,0.05335
v(infin),33,0.0503
"v(fin,pres,lex)",27,0.04116
conj(coord),24,0.03659
n(prop),22,0.03354
"v(fin,pres,aux_cop)",19,0.02896
art(indef),18,0.02744
n(plu),16,0.02439
art(def),16,0.02439
"pron(pers,3,sing)",15,0.02287
"v(fin,past,lex)",15,0.02287
pron(dem),13,0.01982
conj(subord),13,0.01982
"v(participle,past)",10,0.01524
interj(),9,0.01372
adv(neg),9,0.01372
"pron(pers,1,sing)",9,0.01372
"pron(pers,3,plu)",8,0.0122
adv(dem),6,0.00915
num(card),5,0.00762
"pron(pers,2,plu)",5,0.00762
"v(fin,past,aux_cop)",4,0.0061
v(imp),4,0.0061
num(indef),4,0.0061
"pron(pers,1,plu)",3,0.00457
pron(rel),3,0.00457
pronadv(dem),2,0.00305
pron(indef),2,0.00305
art(def)+n(sing),2,0.00305
art(def)+n(sing)+adp(),1,0.00152
adv(inter),1,0.00152
adp()+pron(poss),1,0.00152
"pron(refl,2,sing)",1,0.00152
"v(infin,subs)",1,0.00152
adv(rel),1,0.00152
pron(inter),1,0.00152
misc(),1,0.00152
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00152
adp()+n(prop),1,0.00152
pronadv(rel),1,0.00152
"v(fin,past,lex)+pron(pers,3,plu)",1,0.00152
"pron(pers,3,sing)+adv(neg)",1,0.00152
