POS,Nombre d'apparitions,Frequence d'apparition
n(sing),42,0.24138
adv(gener),13,0.07471
adp(),12,0.06897
conj(coord),11,0.06322
v(infin),9,0.05172
adj(),8,0.04598
"pron(pers,2,plu)",8,0.04598
"v(fin,pres,lex)",8,0.04598
pron(poss),7,0.04023
n(prop),5,0.02874
"v(fin,pres,aux_cop)",5,0.02874
"pron(pers,1,sing)",5,0.02874
"v(fin,past,aux_cop)",5,0.02874
art(def),5,0.02874
"pron(pers,3,sing)",4,0.02299
art(indef),3,0.01724
conj(comp),3,0.01724
interj(),2,0.01149
adv(dem),2,0.01149
"pron(pers,3,sing)+v(fin,pres,aux_cop)",2,0.01149
"v(participle,past)",2,0.01149
adv(neg),2,0.01149
conj(subord),2,0.01149
"v(fin,past,lex)",2,0.01149
pron(indef),1,0.00575
num(card),1,0.00575
adp()+v(infin),1,0.00575
n(plu),1,0.00575
pron(inter),1,0.00575
"v(fin,pres,aux_cop)+pron(pers,3,sing)",1,0.00575
pron(dem),1,0.00575
