POS,Nombre d'apparitions,Frequence d'apparition
n(sing),61,0.21864
adp(),25,0.08961
pron(poss),23,0.08244
"v(fin,pres,lex)",16,0.05735
"v(fin,pres,aux_cop)",15,0.05376
art(def),13,0.04659
adj(),13,0.04659
art(indef),10,0.03584
adv(gener),10,0.03584
"pron(pers,1,sing)",10,0.03584
v(infin),9,0.03226
conj(coord),8,0.02867
adv(neg),8,0.02867
n(plu),8,0.02867
"pron(pers,1,plu)",7,0.02509
"pron(pers,3,sing)",6,0.02151
"pron(pers,2,plu)",6,0.02151
n(prop),6,0.02151
"v(participle,past)",4,0.01434
"v(fin,past,lex)",3,0.01075
conj(subord),3,0.01075
adp()+art(def),2,0.00717
v(prtcl),2,0.00717
num(indef),2,0.00717
v(imp),1,0.00358
pronadv(prep),1,0.00358
interj(),1,0.00358
punc(quest),1,0.00358
pron(dem),1,0.00358
pron(indef),1,0.00358
adv(dem),1,0.00358
num(indef)+art(def),1,0.00358
pronadv(dem),1,0.00358
