POS,Nombre d'apparitions,Frequence d'apparition
n(sing),114,0.21756
art(def),45,0.08588
adp(),41,0.07824
adj(),36,0.0687
conj(coord),33,0.06298
adv(gener),32,0.06107
n(prop),23,0.04389
v(infin),21,0.04008
"v(fin,pres,aux_cop)",21,0.04008
"v(fin,pres,lex)",19,0.03626
pron(poss),17,0.03244
n(plu),15,0.02863
"v(participle,past)",14,0.02672
adv(dem),10,0.01908
art(indef),10,0.01908
pron(dem),8,0.01527
v(imp),7,0.01336
adv(neg),6,0.01145
"pron(pers,3,sing)",6,0.01145
num(indef),5,0.00954
pron(indef),5,0.00954
conj(subord),5,0.00954
interj(),5,0.00954
pron(rel),5,0.00954
"pron(pers,2,plu)",4,0.00763
"pron(pers,1,plu)",3,0.00573
adp()+art(def),3,0.00573
"v(fin,past,lex)",3,0.00573
"pron(pers,3,plu)",2,0.00382
art(def)+adp(),2,0.00382
"pron(pers,3,sing)+conj(subord)",1,0.00191
"pron(pers,1,sing)",1,0.00191
"v(fin,past,aux_cop)",1,0.00191
"pron(refl,3,sing)",1,0.00191
