POS,Nombre d'apparitions,Frequence d'apparition
n(sing),23,0.1411
"pron(pers,1,sing)",16,0.09816
adp(),14,0.08589
adv(gener),13,0.07975
adj(),13,0.07975
"v(fin,pres,aux_cop)",12,0.07362
v(infin),11,0.06748
"v(participle,past)",11,0.06748
"v(fin,pres,lex)",6,0.03681
art(def),6,0.03681
conj(coord),6,0.03681
pron(poss),5,0.03067
adv(neg),3,0.0184
conj(subord),3,0.0184
misc(),3,0.0184
pronadv(dem),2,0.01227
n(plu),2,0.01227
adv(dem),2,0.01227
v(imp),2,0.01227
n(prop),1,0.00613
pron(indef),1,0.00613
"pron(pers,3,sing)",1,0.00613
num(ord),1,0.00613
adv(resum),1,0.00613
adv(indef),1,0.00613
adv(inter),1,0.00613
"v(fin,past,aux_cop)",1,0.00613
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00613
"pron(pers,2,plu)",1,0.00613
