POS,Nombre d'apparitions,Frequence d'apparition
n(sing),27,0.17197
adp(),16,0.10191
"v(fin,pres,aux_cop)",12,0.07643
adv(gener),12,0.07643
"pron(pers,1,sing)",11,0.07006
pron(poss),10,0.06369
v(infin),9,0.05732
adv(neg),6,0.03822
pron(indef),6,0.03822
adv(dem),5,0.03185
"pron(pers,3,sing)",4,0.02548
"v(fin,pres,lex)",4,0.02548
conj(coord),4,0.02548
v(imp),4,0.02548
adj(),3,0.01911
"pron(pers,2,plu)",3,0.01911
art(def),3,0.01911
interj(),3,0.01911
num(indef),3,0.01911
conj(subord),3,0.01911
n(plu),2,0.01274
"v(participle,past)",2,0.01274
n(prop),1,0.00637
"pron(pers,3,sing)+pron(pers,3,sing)",1,0.00637
art(indef),1,0.00637
"pron(pers,3,sing)+interj()",1,0.00637
misc(),1,0.00637
