POS,Nombre d'apparitions,Frequence d'apparition
n(sing),32,0.21333
n(prop),14,0.09333
"v(fin,pres,lex)",14,0.09333
adv(gener),11,0.07333
adp(),8,0.05333
pron(poss),7,0.04667
adj(),6,0.04
art(def),5,0.03333
conj(coord),5,0.03333
interj(),5,0.03333
"pron(pers,1,plu)",4,0.02667
"pron(pers,3,sing)",3,0.02
pron(inter),3,0.02
n(plu),3,0.02
art(indef),3,0.02
pron(rel),3,0.02
v(imp),2,0.01333
misc(),2,0.01333
"v(participle,past)",2,0.01333
"v(fin,past,lex)",2,0.01333
art(def)+n(sing),2,0.01333
punc(hyph),1,0.00667
"pron(pers,2,sing)",1,0.00667
punc(quest),1,0.00667
conj(comp),1,0.00667
conj(subord),1,0.00667
adv(neg),1,0.00667
adv(dem),1,0.00667
"pron(pers,1,sing)",1,0.00667
"v(fin,pres,aux_cop)",1,0.00667
v(infin),1,0.00667
pron(indef),1,0.00667
adp()+art(def),1,0.00667
"v(fin,past,aux_cop)",1,0.00667
num(card),1,0.00667
