POS,Nombre d'apparitions,Frequence d'apparition
n(sing),19,0.11801
adv(gener),13,0.08075
adp(),12,0.07453
n(plu),11,0.06832
"v(fin,pres,aux_cop)",10,0.06211
"v(fin,pres,lex)",9,0.0559
conj(coord),9,0.0559
v(infin),8,0.04969
adj(),8,0.04969
pron(poss),8,0.04969
art(def),6,0.03727
"pron(pers,3,sing)",5,0.03106
"v(participle,past)",4,0.02484
"pron(pers,2,sing)",4,0.02484
"pron(pers,2,plu)",4,0.02484
"pron(pers,1,sing)",3,0.01863
num(indef),3,0.01863
interj(),3,0.01863
art(indef),3,0.01863
conj(subord),3,0.01863
pron(rel),2,0.01242
n(prop),2,0.01242
"v(fin,past,aux_cop)",1,0.00621
"pron(pers,3,plu)",1,0.00621
"v(participle,pres)",1,0.00621
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00621
conj(comp),1,0.00621
adv(dem),1,0.00621
adv(inter),1,0.00621
n(sing)+adp(),1,0.00621
adv(neg),1,0.00621
art(def)+adp(),1,0.00621
"v(fin,pres,lex)+pron(pers,3,plu)",1,0.00621
pronadv(pers),1,0.00621
