POS,Nombre d'apparitions,Frequence d'apparition
n(sing),51,0.22768
adv(gener),20,0.08929
adj(),14,0.0625
adp(),14,0.0625
"v(fin,past,lex)",13,0.05804
n(plu),11,0.04911
art(def),9,0.04018
pron(poss),9,0.04018
"v(fin,pres,aux_cop)",8,0.03571
conj(subord),7,0.03125
"pron(pers,3,plu)",6,0.02679
"pron(pers,3,sing)",6,0.02679
"v(fin,pres,lex)",6,0.02679
"v(participle,past)",5,0.02232
conj(coord),5,0.02232
adv(neg),5,0.02232
adv(dem),4,0.01786
art(indef),4,0.01786
n(prop),3,0.01339
num(card),3,0.01339
v(infin),3,0.01339
interj(),3,0.01339
"pron(pers,1,sing)",3,0.01339
pron(rel),3,0.01339
"v(fin,past,aux_cop)",3,0.01339
pron(dem),2,0.00893
"v(fin,pres,lex)+pron(pers,3,plu)",2,0.00893
art(def)+n(sing),1,0.00446
v(imp),1,0.00446
