POS,Nombre d'apparitions,Frequence d'apparition
n(sing),54,0.23684
"v(fin,pres,aux_cop)",16,0.07018
adp(),15,0.06579
pron(poss),14,0.0614
adj(),13,0.05702
adv(gener),12,0.05263
v(infin),12,0.05263
"v(fin,pres,lex)",10,0.04386
conj(coord),10,0.04386
art(def),7,0.0307
"pron(pers,3,sing)",6,0.02632
v(imp),6,0.02632
art(indef),6,0.02632
"pron(pers,2,sing)",5,0.02193
pron(indef),5,0.02193
"pron(pers,2,plu)",5,0.02193
num(indef),3,0.01316
pron(dem),3,0.01316
pron(rel),3,0.01316
punc(quest),3,0.01316
conj(subord),3,0.01316
adv(neg),3,0.01316
interj(),2,0.00877
"v(participle,past)",2,0.00877
"pron(pers,1,sing)",2,0.00877
adv(dem),2,0.00877
"pron(pers,3,sing)+v(fin,past,aux_cop)",1,0.00439
n(prop),1,0.00439
v(prtcl),1,0.00439
adv(resum),1,0.00439
"pron(pers,3,sing)+conj(subord)",1,0.00439
conj(comp),1,0.00439
