POS,Nombre d'apparitions,Frequence d'apparition
n(sing),52,0.20968
adp(),21,0.08468
adv(gener),20,0.08065
adj(),16,0.06452
pron(poss),13,0.05242
n(prop),13,0.05242
"v(fin,pres,aux_cop)",13,0.05242
conj(coord),9,0.03629
v(infin),8,0.03226
"v(participle,past)",7,0.02823
n(plu),7,0.02823
art(def)+n(sing),6,0.02419
adv(neg),6,0.02419
v(imp),5,0.02016
art(def),4,0.01613
"pron(pers,3,plu)",4,0.01613
"v(fin,pres,lex)",4,0.01613
conj(subord),3,0.0121
pron(rel),3,0.0121
art(indef),3,0.0121
"v(fin,past,lex)",3,0.0121
"pron(pers,3,sing)",3,0.0121
interj(),2,0.00806
num(indef),2,0.00806
adv(resum),2,0.00806
"pron(refl,3,sing)",2,0.00806
"v(fin,past,aux_cop)",1,0.00403
"pron(pers,3,sing)+conj(subord)",1,0.00403
art(def)+adp(),1,0.00403
"v(imp)+pron(pers,3,sing)",1,0.00403
"conj(comp)+pron(pers,3,sing)",1,0.00403
pron(indef),1,0.00403
conj(comp),1,0.00403
conj(neg),1,0.00403
adv(gener)+adp(),1,0.00403
"v(fin,pres,aux_cop)+pron(pers,3,sing)",1,0.00403
"v(participle,pres)",1,0.00403
art(def)+adj(),1,0.00403
"pron(pers,2,sing)",1,0.00403
"pron(pers,2,plu)",1,0.00403
adv(inter),1,0.00403
adv(indef),1,0.00403
num(card),1,0.00403
