POS,Nombre d'apparitions,Frequence d'apparition
n(sing),44,0.20755
adp(),18,0.08491
adj(),15,0.07075
adv(gener),15,0.07075
pron(poss),12,0.0566
"v(fin,pres,lex)",12,0.0566
n(prop),11,0.05189
conj(coord),8,0.03774
art(indef),5,0.02358
"v(fin,pres,aux_cop)",5,0.02358
v(infin),4,0.01887
n(plu),4,0.01887
pron(rel),3,0.01415
"v(participle,past)",3,0.01415
art(def),3,0.01415
"pron(pers,1,sing)",3,0.01415
num(card),3,0.01415
adv(neg),3,0.01415
conj(subord),3,0.01415
"pron(pers,3,sing)",3,0.01415
adv(dem),2,0.00943
misc(),2,0.00943
art(def)+adp(),2,0.00943
"v(fin,past,aux_cop)",2,0.00943
"pron(pers,2,sing)",2,0.00943
"v(fin,past,lex)",2,0.00943
adv(indef),2,0.00943
art(def)+n(sing),2,0.00943
v(imp),2,0.00943
"pron(pers,3,sing)+interj()",1,0.00472
"pron(pers,1,sing)+adv(neg)",1,0.00472
"v(fin,past,lex)+pron(pers,1,sing)",1,0.00472
"pron(pers,3,sing)+pron(indef)+conj(subord)",1,0.00472
adp()+art(def),1,0.00472
pron(indef),1,0.00472
pronadv(rel),1,0.00472
"pron(pers,2,plu)",1,0.00472
"pron(pers,3,sing)+v(fin,past,aux_cop)",1,0.00472
punc(quest),1,0.00472
"conj(subord)+pron(pers,3,sing)",1,0.00472
"v(fin,past,aux_cop)+pron(pers,3,sing)",1,0.00472
"pron(pers,3,plu)",1,0.00472
adv(resum),1,0.00472
n(sing)+adj(),1,0.00472
adp()+pron(poss),1,0.00472
num(indef),1,0.00472
