POS,Nombre d'apparitions,Frequence d'apparition
n(sing),27,0.2
adv(gener),11,0.08148
art(def),9,0.06667
v(infin),9,0.06667
adv(neg),8,0.05926
"v(fin,pres,lex)",7,0.05185
adj(),7,0.05185
adp(),6,0.04444
"pron(pers,3,sing)",6,0.04444
"v(fin,pres,aux_cop)",5,0.03704
conj(coord),4,0.02963
interj(),3,0.02222
"v(fin,past,aux_cop)",3,0.02222
pron(poss),3,0.02222
"v(fin,past,lex)",2,0.01481
"pron(refl,2,sing)",2,0.01481
v(imp),2,0.01481
pron(indef),2,0.01481
art(indef),2,0.01481
"pron(pers,1,sing)",2,0.01481
adv(inter),1,0.00741
art(def)+adp(),1,0.00741
"v(participle,past)",1,0.00741
punc(quest),1,0.00741
pron(dem),1,0.00741
n(sing)+art(def),1,0.00741
"pron(pers,2,sing)",1,0.00741
adv(indef),1,0.00741
"pron(refl,3,sing)",1,0.00741
n(plu)+art(def),1,0.00741
"pron(pers,2,plu)",1,0.00741
adp()+art(def),1,0.00741
conj(comp),1,0.00741
"pron(pers,3,sing)+pron(pers,3,sing)",1,0.00741
n(plu),1,0.00741
