POS,Nombre d'apparitions,Frequence d'apparition
n(sing),52,0.18909
adp(),32,0.11636
n(prop),20,0.07273
pron(poss),20,0.07273
art(def),15,0.05455
adv(gener),14,0.05091
n(plu),13,0.04727
conj(coord),11,0.04
adj(),10,0.03636
art(indef),9,0.03273
"v(participle,past)",7,0.02545
"pron(pers,1,sing)",7,0.02545
"v(fin,pres,lex)",7,0.02545
adv(neg),6,0.02182
interj(),6,0.02182
v(infin),5,0.01818
num(indef),4,0.01455
"pron(pers,2,plu)",4,0.01455
misc(),4,0.01455
"v(fin,past,lex)",3,0.01091
conj(subord),3,0.01091
"v(fin,pres,aux_cop)",3,0.01091
num(card),2,0.00727
conj(comp),2,0.00727
"pron(pers,3,plu)",2,0.00727
pron(indef),2,0.00727
v(imp),2,0.00727
"v(fin,past,aux_cop)",1,0.00364
pron(dem),1,0.00364
"v(fin,past,lex)+pron(pers,3,sing)",1,0.00364
n(sing)+n(prop),1,0.00364
punc(quest),1,0.00364
"pronadv(pers)+v(fin,pres,aux_cop)",1,0.00364
adv(dem),1,0.00364
adv(inter),1,0.00364
pron(rel),1,0.00364
"conj(subord)+pron(pers,3,sing)",1,0.00364
