POS,Nombre d'apparitions,Frequence d'apparition
n(sing),64,0.13223
adp(),40,0.08264
conj(coord),36,0.07438
adv(gener),32,0.06612
v(infin),30,0.06198
adj(),28,0.05785
punc(quest),25,0.05165
n(plu),21,0.04339
"v(fin,pres,lex)",20,0.04132
"v(fin,pres,aux_cop)",20,0.04132
"pron(pers,1,plu)",15,0.03099
"v(participle,past)",15,0.03099
art(def),15,0.03099
v(imp),14,0.02893
pron(poss),11,0.02273
adv(neg),10,0.02066
num(card),8,0.01653
n(prop),7,0.01446
pron(indef),7,0.01446
"pron(pers,3,sing)",6,0.0124
art(indef),5,0.01033
conj(subord),5,0.01033
pronadv(rel),4,0.00826
"v(fin,past,aux_cop)",4,0.00826
adv(),4,0.00826
misc(),3,0.0062
"v(fin,past,lex)",3,0.0062
pron(rel),3,0.0062
art(def)+n(sing),3,0.0062
"v(infin,subs)",3,0.0062
pron(dem),3,0.0062
v(prtcl),2,0.00413
num(indef),2,0.00413
art(def)+adp(),2,0.00413
"pron(pers,2,sing)",2,0.00413
"pron(pers,3,plu)",1,0.00207
punc(period),1,0.00207
adp()+art(def),1,0.00207
"pron(pers,3,sing)+adv(neg)",1,0.00207
adv(dem),1,0.00207
adv(resum),1,0.00207
interj(),1,0.00207
adv(indef),1,0.00207
"pronadv(pers)+v(fin,past,aux_cop)",1,0.00207
pronadv(prep),1,0.00207
pronadv(dem),1,0.00207
"v(participle,pres)",1,0.00207
