POS,Nombre d'apparitions,Frequence d'apparition
n(sing),84,0.20741
adp(),37,0.09136
adv(gener),35,0.08642
adj(),29,0.0716
conj(coord),20,0.04938
"v(fin,pres,lex)",17,0.04198
art(indef),15,0.03704
art(def),14,0.03457
n(prop),12,0.02963
adv(neg),12,0.02963
"pron(pers,3,sing)",12,0.02963
pron(poss),12,0.02963
v(infin),11,0.02716
"v(fin,past,lex)",10,0.02469
"v(participle,past)",8,0.01975
conj(subord),7,0.01728
"v(fin,pres,aux_cop)",7,0.01728
pron(indef),7,0.01728
n(plu),6,0.01481
adv(dem),4,0.00988
interj(),4,0.00988
"pron(pers,1,sing)",4,0.00988
"pron(pers,2,plu)",4,0.00988
pronadv(dem),3,0.00741
pron(rel),3,0.00741
pronadv(rel),3,0.00741
"v(fin,past,aux_cop)",3,0.00741
"pron(pers,3,plu)",2,0.00494
pron(dem),2,0.00494
num(indef),2,0.00494
misc(),2,0.00494
art(def)+n(sing),2,0.00494
adp()+art(def),1,0.00247
"conj(subord)+pron(pers,3,sing)",1,0.00247
"v(fin,past,lex)+pron(pers,3,sing)",1,0.00247
v(prtcl),1,0.00247
adv(resum),1,0.00247
"adv(inter)+v(fin,pres,aux_cop)",1,0.00247
"v(fin,pres,lex)+pron(pers,3,sing)",1,0.00247
pron(inter),1,0.00247
pronadv(prep),1,0.00247
"v(fin,pres,lex)+pron(pers,3,plu)",1,0.00247
art(def)+adp(),1,0.00247
num(card),1,0.00247
