POS,Nombre d'apparitions,Frequence d'apparition
n(sing),28,0.18182
conj(coord),13,0.08442
adp(),10,0.06494
"v(fin,pres,aux_cop)",10,0.06494
"v(fin,pres,lex)",9,0.05844
adv(gener),9,0.05844
adj(),8,0.05195
v(infin),8,0.05195
n(plu),6,0.03896
"pron(pers,2,plu)",6,0.03896
art(def),5,0.03247
v(imp),5,0.03247
adv(neg),5,0.03247
"pron(pers,2,sing)",4,0.02597
"v(participle,past)",3,0.01948
"pron(pers,1,plu)",3,0.01948
pron(poss),3,0.01948
art(indef),3,0.01948
conj(subord),2,0.01299
"pron(pers,3,plu)",1,0.00649
interj(),1,0.00649
"pron(pers,3,sing)",1,0.00649
pron(dem),1,0.00649
"pron(pers,1,sing)",1,0.00649
adv(resum),1,0.00649
num(indef),1,0.00649
pronadv(pers)+pron(rel),1,0.00649
punc(quest),1,0.00649
conj(comp),1,0.00649
pron(indef),1,0.00649
adv(indef),1,0.00649
"pron(indef)+v(fin,past,lex)",1,0.00649
adp()+art(def),1,0.00649
