POS,Nombre d'apparitions,Frequence d'apparition
n(prop),57,0.30481
misc(),44,0.23529
n(sing),19,0.1016
adv(gener),9,0.04813
adp(),9,0.04813
"v(fin,pres,aux_cop)",8,0.04278
adj(),7,0.03743
"v(fin,pres,lex)",6,0.03209
v(infin),4,0.02139
adv(neg),3,0.01604
n(plu),3,0.01604
"v(participle,past)",3,0.01604
art(def),2,0.0107
conj(coord),2,0.0107
art(indef),2,0.0107
"pron(pers,3,plu)",2,0.0107
pron(rel),1,0.00535
"v(fin,past,lex)",1,0.00535
interj(),1,0.00535
conj(subord),1,0.00535
pron(indef),1,0.00535
pronadv(pers),1,0.00535
"v(fin,past,aux_cop)",1,0.00535
