POS,Nombre d'apparitions,Frequence d'apparition
n(sing),190,0.19388
adp(),79,0.08061
conj(coord),74,0.07551
adj(),57,0.05816
adv(gener),47,0.04796
"v(fin,pres,lex)",44,0.0449
punc(quest),42,0.04286
v(infin),41,0.04184
pron(poss),40,0.04082
art(def),40,0.04082
n(plu),37,0.03776
"v(fin,pres,aux_cop)",33,0.03367
n(prop),26,0.02653
"v(participle,past)",24,0.02449
adv(dem),16,0.01633
adv(neg),15,0.01531
art(indef),13,0.01327
conj(subord),13,0.01327
"pron(pers,1,sing)",13,0.01327
v(imp),11,0.01122
"v(fin,past,lex)",10,0.0102
"pron(pers,3,sing)",10,0.0102
interj(),10,0.0102
pron(indef),9,0.00918
"pron(pers,3,plu)",8,0.00816
pron(dem),7,0.00714
num(card),6,0.00612
num(indef),6,0.00612
"pron(pers,2,plu)",5,0.0051
"v(fin,past,aux_cop)",5,0.0051
"pron(pers,2,sing)",5,0.0051
"v(infin,subs)",5,0.0051
adp()+art(def),4,0.00408
pron(rel),4,0.00408
adv(),3,0.00306
v(prtcl),3,0.00306
"pron(pers,3,sing)+v(fin,pres,aux_cop)",3,0.00306
misc(),3,0.00306
adv(indef),3,0.00306
"pron(pers,1,plu)",2,0.00204
conj(comp),2,0.00204
art(def)+n(sing),2,0.00204
pron(inter),2,0.00204
"conj(coord)+pron(pers,3,sing)",1,0.00102
adv(resum),1,0.00102
adv(inter),1,0.00102
"pron(indef)+v(fin,past,lex)",1,0.00102
"pron(refl,3,sing)",1,0.00102
pronadv(rel),1,0.00102
"art(def)+v(fin,pres,aux_cop)",1,0.00102
misc(latin),1,0.00102
