POS,Nombre d'apparitions,Frequence d'apparition
n(sing),44,0.15942
adp(),23,0.08333
"v(fin,pres,aux_cop)",22,0.07971
adv(gener),21,0.07609
"v(fin,pres,lex)",15,0.05435
v(infin),14,0.05072
pron(poss),14,0.05072
conj(coord),12,0.04348
"pron(pers,1,sing)",12,0.04348
adj(),10,0.03623
"pron(pers,2,plu)",10,0.03623
"v(participle,past)",9,0.03261
n(plu),9,0.03261
"pron(pers,2,sing)",7,0.02536
pron(rel),6,0.02174
adv(neg),6,0.02174
art(def),5,0.01812
"pron(pers,3,sing)",5,0.01812
v(imp),4,0.01449
art(indef),3,0.01087
num(indef),3,0.01087
"v(fin,past,lex)",2,0.00725
pron(dem),2,0.00725
pron(indef),2,0.00725
conj(subord),2,0.00725
"pron(pers,1,sing)+adv(neg)",1,0.00362
"pron(pers,3,plu)",1,0.00362
art(def)+pron(rel),1,0.00362
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00362
adv(rel),1,0.00362
interj(),1,0.00362
conj(subord)+adv(dem),1,0.00362
"conj(subord)+pron(pers,3,sing)",1,0.00362
punc(quest),1,0.00362
art(def)+adp(),1,0.00362
misc(),1,0.00362
pronadv(dem),1,0.00362
pron(inter),1,0.00362
"conj(subord)+pron(pers,3,plu)",1,0.00362
