POS,Nombre d'apparitions,Frequence d'apparition
n(sing),74,0.13603
"pron(pers,1,sing)",59,0.10846
"v(fin,pres,lex)",48,0.08824
adp(),40,0.07353
conj(coord),38,0.06985
adv(gener),33,0.06066
adj(),23,0.04228
pron(poss),21,0.0386
"v(fin,pres,aux_cop)",20,0.03676
pron(rel),18,0.03309
v(infin),17,0.03125
"pron(pers,2,sing)",16,0.02941
n(plu),12,0.02206
"v(participle,past)",10,0.01838
adv(neg),10,0.01838
"pron(pers,2,plu)",10,0.01838
conj(subord),9,0.01654
pron(inter),9,0.01654
num(indef),8,0.01471
n(prop),8,0.01471
art(def),7,0.01287
"v(fin,past,lex)",6,0.01103
pron(dem),6,0.01103
adv(dem),5,0.00919
punc(quest),5,0.00919
art(indef),5,0.00919
conj(comp),4,0.00735
misc(),3,0.00551
"pron(pers,1,plu)",3,0.00551
pronadv(rel),2,0.00368
v(imp),2,0.00368
interj(),2,0.00368
pronadv(dem),2,0.00368
"pron(pers,3,sing)",2,0.00368
pronadv(inter),1,0.00184
"v(fin,past,aux_cop)",1,0.00184
"v(fin,pres,aux_cop)+pron(pers,3,sing)",1,0.00184
num(card),1,0.00184
"pron(pers,3,plu)",1,0.00184
adv(resum),1,0.00184
"adv(rel)+pron(pers,3,sing)",1,0.00184
