POS,Nombre d'apparitions,Frequence d'apparition
n(sing),106,0.19593
adp(),50,0.09242
conj(coord),34,0.06285
n(prop),33,0.061
adv(gener),31,0.0573
adj(),29,0.0536
"v(fin,pres,lex)",25,0.04621
art(def),23,0.04251
pron(poss),21,0.03882
"v(fin,pres,aux_cop)",20,0.03697
v(infin),17,0.03142
n(plu),17,0.03142
"v(participle,past)",16,0.02957
"pron(pers,1,plu)",11,0.02033
adv(neg),11,0.02033
adv(dem),10,0.01848
"pron(pers,3,sing)",8,0.01479
art(indef),7,0.01294
v(imp),7,0.01294
misc(),6,0.01109
pron(indef),6,0.01109
"pron(pers,1,sing)",5,0.00924
"v(fin,past,aux_cop)",5,0.00924
"pron(pers,2,plu)",4,0.00739
"pron(pers,3,plu)",4,0.00739
conj(comp),4,0.00739
conj(subord),4,0.00739
pron(dem),4,0.00739
"pron(pers,3,sing)+v(fin,pres,aux_cop)",3,0.00555
"v(fin,past,lex)",3,0.00555
num(card),2,0.0037
n(sing)+adp(),2,0.0037
"pron(pers,3,sing)+conj(subord)",2,0.0037
interj(),1,0.00185
pron(dem)+adp(),1,0.00185
misc(latin),1,0.00185
adv(indef),1,0.00185
num(ord),1,0.00185
"pron(pers,1,sing)+adv(neg)",1,0.00185
v(prtcl),1,0.00185
"pron(pers,3,sing)+v(imp)",1,0.00185
pron(rel),1,0.00185
adp()+art(def),1,0.00185
num(indef),1,0.00185
