POS,Nombre d'apparitions,Frequence d'apparition
n(sing),41,0.173
adp(),29,0.12236
adv(gener),22,0.09283
adj(),15,0.06329
"v(participle,past)",14,0.05907
"v(fin,pres,aux_cop)",11,0.04641
art(def),9,0.03797
pron(poss),9,0.03797
"pron(pers,2,plu)",8,0.03376
conj(coord),6,0.02532
v(infin),6,0.02532
"v(fin,pres,lex)",6,0.02532
adv(dem),5,0.0211
pron(dem),5,0.0211
art(indef),5,0.0211
"pron(pers,2,sing)",4,0.01688
n(plu),4,0.01688
pron(rel),4,0.01688
num(indef),4,0.01688
"pron(pers,1,plu)",3,0.01266
conj(subord),3,0.01266
n(prop),3,0.01266
"pron(pers,3,sing)+v(fin,pres,aux_cop)",2,0.00844
"v(fin,past,lex)",2,0.00844
adv(neg),2,0.00844
v(imp),1,0.00422
art(def)+n(sing),1,0.00422
misc(),1,0.00422
interj(),1,0.00422
art(def)+adp(),1,0.00422
punc(quest),1,0.00422
num(card),1,0.00422
"pron(pers,3,sing)",1,0.00422
pronadv(prep),1,0.00422
pronadv(dem),1,0.00422
"pron(pers,2,plu)+v(fin,pres,aux_cop)",1,0.00422
"pron(pers,1,sing)",1,0.00422
"pron(pers,3,plu)+pron(pers,3,sing)",1,0.00422
pron(indef),1,0.00422
adv(indef),1,0.00422
