POS,Nombre d'apparitions,Frequence d'apparition
n(sing),76,0.10215
adv(gener),50,0.0672
"pron(pers,3,sing)",44,0.05914
adp(),43,0.0578
"v(fin,pres,aux_cop)",41,0.05511
adv(neg),38,0.05108
adj(),37,0.04973
"v(fin,past,lex)",32,0.04301
"v(fin,pres,lex)",32,0.04301
"v(participle,past)",31,0.04167
conj(coord),28,0.03763
v(infin),28,0.03763
n(plu),24,0.03226
art(def),23,0.03091
n(prop),22,0.02957
conj(subord),20,0.02688
"pron(pers,1,sing)",19,0.02554
pron(poss),18,0.02419
"v(fin,past,aux_cop)",15,0.02016
adv(dem),13,0.01747
art(indef),12,0.01613
"pron(pers,2,plu)",11,0.01478
"pron(pers,1,plu)",9,0.0121
pron(dem),8,0.01075
pron(indef),7,0.00941
"pron(pers,2,sing)",7,0.00941
v(imp),7,0.00941
pron(rel),6,0.00806
adv(inter),5,0.00672
"pron(pers,3,plu)",4,0.00538
pron(inter),4,0.00538
pronadv(rel),3,0.00403
interj(),3,0.00403
num(indef),3,0.00403
"v(participle,pres)",3,0.00403
art(def)+n(sing),2,0.00269
adv(indef),2,0.00269
pronadv(dem),1,0.00134
art(def)+adp(),1,0.00134
"pron(pers,3,sing)+pron(pers,3,sing)",1,0.00134
"v(fin,past,lex)+pron(pers,1,sing)",1,0.00134
"pron(pers,2,plu)+pron(pers,3,sing)",1,0.00134
v(prtcl),1,0.00134
"conj(subord)+pron(pers,3,sing)",1,0.00134
"pron(pers,3,sing)+v(fin,past,lex)",1,0.00134
"pron(dem)+v(fin,pres,aux_cop)",1,0.00134
adp()+art(def),1,0.00134
"v(fin,past,aux_cop)+pron(pers,3,plu)",1,0.00134
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00134
misc(),1,0.00134
adp()+pron(poss),1,0.00134
