POS,Nombre d'apparitions,Frequence d'apparition
n(sing),32,0.15385
adv(gener),19,0.09135
adp(),15,0.07212
"v(fin,pres,lex)",13,0.0625
v(infin),11,0.05288
conj(coord),10,0.04808
"pron(pers,2,plu)",9,0.04327
"v(fin,pres,aux_cop)",9,0.04327
conj(subord),8,0.03846
"pron(pers,1,sing)",8,0.03846
adv(neg),7,0.03365
pron(poss),7,0.03365
adj(),7,0.03365
"pron(pers,2,sing)",5,0.02404
interj(),5,0.02404
n(prop),4,0.01923
"v(participle,past)",4,0.01923
num(card),4,0.01923
adv(dem),4,0.01923
"pron(pers,3,sing)",3,0.01442
misc(),3,0.01442
v(imp),3,0.01442
n(plu),3,0.01442
adv(resum),2,0.00962
"pron(pers,3,plu)",2,0.00962
adp()+art(def),1,0.00481
"v(fin,past,aux_cop)",1,0.00481
pron(indef),1,0.00481
art(def),1,0.00481
"pron(pers,3,sing)+interj()",1,0.00481
pronadv(rel),1,0.00481
art(def)+adp(),1,0.00481
"v(fin,past,lex)",1,0.00481
pron(dem),1,0.00481
adv(indef),1,0.00481
pron(rel),1,0.00481
