POS,Nombre d'apparitions,Frequence d'apparition
n(sing),57,0.23849
adv(gener),19,0.0795
adp(),18,0.07531
"v(fin,pres,lex)",17,0.07113
adj(),10,0.04184
n(prop),9,0.03766
art(indef),9,0.03766
pron(poss),8,0.03347
"v(fin,pres,aux_cop)",7,0.02929
adv(neg),7,0.02929
pron(indef),6,0.0251
conj(coord),6,0.0251
interj(),6,0.0251
misc(),5,0.02092
art(def),5,0.02092
"pron(pers,2,plu)",5,0.02092
v(imp),4,0.01674
"pron(pers,1,sing)",3,0.01255
"pron(pers,3,sing)",3,0.01255
num(card),3,0.01255
num(indef),3,0.01255
adv(inter),2,0.00837
adv(dem),2,0.00837
"v(fin,past,aux_cop)",2,0.00837
conj(subord),2,0.00837
n(plu),2,0.00837
"v(participle,past)",2,0.00837
v(infin),2,0.00837
"pron(pers,2,sing)",2,0.00837
pron(dem),1,0.00418
adv(resum),1,0.00418
"pron(indef)+v(fin,pres,lex)",1,0.00418
adp()+art(def),1,0.00418
art(def)+adp(),1,0.00418
"pron(pers,3,sing)+interj()",1,0.00418
"v(fin,pres,lex)+pron(pers,3,plu)",1,0.00418
"pron(refl,3,sing)",1,0.00418
"conj(subord)+pron(pers,3,sing)",1,0.00418
"pron(pers,3,plu)",1,0.00418
adp()+adp(),1,0.00418
conj(subord)+pron(indef),1,0.00418
"v(fin,pres,lex)+pron(indef)",1,0.00418
