POS,Nombre d'apparitions,Frequence d'apparition
n(sing),45,0.29412
art(def),13,0.08497
adv(gener),13,0.08497
"v(fin,pres,lex)",11,0.0719
adp(),9,0.05882
conj(coord),8,0.05229
pron(rel),6,0.03922
v(infin),5,0.03268
pron(poss),4,0.02614
n(prop),4,0.02614
"v(participle,past)",4,0.02614
"v(fin,pres,aux_cop)",4,0.02614
pron(dem),3,0.01961
adv(neg),3,0.01961
"v(fin,past,aux_cop)",2,0.01307
pron(indef),2,0.01307
adj(),2,0.01307
art(indef),2,0.01307
"pron(pers,1,sing)",2,0.01307
interj(),2,0.01307
"pron(pers,1,plu)",1,0.00654
"v(fin,past,lex)",1,0.00654
pronadv(dem),1,0.00654
v(imp),1,0.00654
conj(comp),1,0.00654
num(indef),1,0.00654
adv(dem),1,0.00654
"pron(pers,3,sing)",1,0.00654
"pron(pers,2,sing)+pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00654
