POS,Nombre d'apparitions,Frequence d'apparition
n(sing),36,0.16744
adp(),23,0.10698
v(infin),23,0.10698
adj(),14,0.06512
adv(gener),13,0.06047
pron(poss),9,0.04186
"v(fin,past,lex)",8,0.03721
conj(coord),7,0.03256
"pron(pers,3,sing)",7,0.03256
"v(participle,past)",7,0.03256
"pron(pers,3,plu)",7,0.03256
"v(fin,pres,aux_cop)",7,0.03256
conj(subord),6,0.02791
pron(rel),6,0.02791
art(def),6,0.02791
"v(fin,past,aux_cop)",5,0.02326
"v(fin,pres,lex)",4,0.0186
n(plu),3,0.01395
pron(dem),2,0.0093
art(def)+n(sing),2,0.0093
art(indef),2,0.0093
"pron(pers,3,sing)+v(fin,past,aux_cop)",2,0.0093
adv(dem),2,0.0093
adv(neg),2,0.0093
adv(rel),1,0.00465
n(sing)+adp(),1,0.00465
pronadv(rel),1,0.00465
art(def)+adp(),1,0.00465
n(prop),1,0.00465
num(card),1,0.00465
pron(inter),1,0.00465
pron(indef),1,0.00465
interj(),1,0.00465
"pron(pers,1,sing)",1,0.00465
adp()+art(def),1,0.00465
num(indef),1,0.00465
