POS,Nombre d'apparitions,Frequence d'apparition
n(sing),33,0.12595
adp(),20,0.07634
adv(gener),18,0.0687
conj(coord),16,0.06107
"v(fin,pres,lex)",14,0.05344
n(plu),14,0.05344
pron(poss),13,0.04962
"pron(pers,1,sing)",13,0.04962
"v(fin,pres,aux_cop)",13,0.04962
v(infin),13,0.04962
"pron(pers,3,plu)",12,0.0458
adj(),12,0.0458
n(prop),6,0.0229
art(indef),6,0.0229
art(def),5,0.01908
adv(neg),4,0.01527
pron(rel),3,0.01145
conj(subord),3,0.01145
num(indef),3,0.01145
"pron(pers,2,plu)",3,0.01145
"pron(pers,3,sing)",2,0.00763
misc(),2,0.00763
v(imp),2,0.00763
"v(fin,past,aux_cop)",2,0.00763
"v(participle,past)",2,0.00763
pron(indef),2,0.00763
pronadv(dem),2,0.00763
"v(fin,past,lex)",2,0.00763
"pron(pers,2,sing)",2,0.00763
art(def)+n(sing),2,0.00763
interj(),2,0.00763
"pron(refl,1,sing)",1,0.00382
"pron(pers,2,sing)+pron(pers,3,sing)",1,0.00382
adv(indef),1,0.00382
punc(quest),1,0.00382
adv(),1,0.00382
"v(fin,pres,lex)+pron(pers,3,plu)",1,0.00382
adv(dem),1,0.00382
"v(fin,pres,aux_cop)+pron(pers,3,plu)",1,0.00382
conj(subord)+pron(indef),1,0.00382
adp()+num(indef),1,0.00382
adv(resum),1,0.00382
pron(dem),1,0.00382
num(card),1,0.00382
art(def)+num(ord),1,0.00382
adp()+v(infin),1,0.00382
art(def)+pron(rel),1,0.00382
