POS,Nombre d'apparitions,Frequence d'apparition
n(sing),54,0.21344
adp(),30,0.11858
pron(poss),21,0.083
"v(fin,pres,lex)",13,0.05138
adj(),12,0.04743
adv(gener),11,0.04348
conj(coord),11,0.04348
n(plu),11,0.04348
v(infin),10,0.03953
art(def),10,0.03953
"pron(pers,1,plu)",8,0.03162
"v(participle,past)",6,0.02372
n(prop),6,0.02372
"v(fin,pres,aux_cop)",6,0.02372
"pron(pers,1,sing)",6,0.02372
adv(neg),4,0.01581
"pron(pers,3,sing)",4,0.01581
num(indef),4,0.01581
interj(),3,0.01186
pron(dem),2,0.00791
pron(indef),2,0.00791
art(def)+n(sing),2,0.00791
conj(subord),2,0.00791
pron(rel),2,0.00791
art(indef),2,0.00791
misc(),2,0.00791
"pron(pers,1,sing)+adv(neg)",1,0.00395
v(imp),1,0.00395
art(def)+adj(),1,0.00395
adv(indef),1,0.00395
n(sing)+adp(),1,0.00395
adv(dem),1,0.00395
num(card),1,0.00395
"pron(pers,3,plu)",1,0.00395
"v(fin,past,lex)",1,0.00395
