POS,Nombre d'apparitions,Frequence d'apparition
n(sing),104,0.16404
adv(gener),53,0.0836
adp(),44,0.0694
adj(),38,0.05994
v(infin),36,0.05678
"v(fin,pres,lex)",35,0.05521
conj(coord),33,0.05205
art(def),26,0.04101
pron(poss),25,0.03943
"v(fin,pres,aux_cop)",21,0.03312
"v(participle,past)",21,0.03312
adv(neg),21,0.03312
"pron(pers,2,sing)",18,0.02839
n(plu),15,0.02366
pron(indef),13,0.0205
"pron(pers,1,sing)",13,0.0205
n(prop),11,0.01735
v(imp),10,0.01577
"pron(pers,2,plu)",9,0.0142
conj(subord),9,0.0142
adv(dem),8,0.01262
"v(fin,past,aux_cop)",8,0.01262
interj(),7,0.01104
"pron(pers,3,sing)",6,0.00946
num(indef),6,0.00946
pron(dem),5,0.00789
"pron(pers,1,plu)",5,0.00789
pron(rel),5,0.00789
art(indef),4,0.00631
art(def)+adp(),3,0.00473
pronadv(dem),3,0.00473
misc(),2,0.00315
adv(indef),2,0.00315
"pron(pers,3,sing)+interj()",2,0.00315
adp()+art(def),2,0.00315
pron(inter),2,0.00315
"pron(pers,3,sing)+v(fin,pres,lex)",1,0.00158
"v(fin,past,lex)",1,0.00158
"v(fin,pres,aux_cop)+pron(pers,3,sing)",1,0.00158
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00158
n(sing)+art(def),1,0.00158
pronadv(rel),1,0.00158
"v(fin,pres,lex)+pron(pers,3,sing)",1,0.00158
adv(inter),1,0.00158
"pron(indef)+v(fin,pres,lex)",1,0.00158
