POS,Nombre d'apparitions,Frequence d'apparition
n(sing),115,0.16547
adp(),55,0.07914
adj(),50,0.07194
adv(gener),48,0.06906
v(infin),37,0.05324
pron(poss),32,0.04604
"v(fin,pres,aux_cop)",30,0.04317
"v(participle,past)",26,0.03741
conj(coord),24,0.03453
adv(dem),23,0.03309
art(def),21,0.03022
n(prop),20,0.02878
adv(neg),19,0.02734
"v(fin,past,aux_cop)",19,0.02734
n(plu),19,0.02734
"v(fin,past,lex)",14,0.02014
conj(subord),11,0.01583
"pron(pers,1,plu)",11,0.01583
"pron(pers,3,plu)",11,0.01583
"v(fin,pres,lex)",11,0.01583
art(indef),11,0.01583
"pron(pers,3,sing)",7,0.01007
pron(indef),7,0.01007
art(def)+n(sing),7,0.01007
adp()+art(def),6,0.00863
v(imp),5,0.00719
pron(rel),5,0.00719
num(indef),5,0.00719
"pron(pers,1,sing)",5,0.00719
"pron(pers,2,plu)",4,0.00576
interj(),4,0.00576
"pron(pers,2,sing)",4,0.00576
pron(dem),4,0.00576
art(def)+adp(),3,0.00432
conj(comp),3,0.00432
pronadv(dem),2,0.00288
adv(indef),2,0.00288
adv(resum),2,0.00288
art(def)+adj(),1,0.00144
"v(fin,pres,aux_cop)+pron(pers,3,plu)",1,0.00144
adv(inter),1,0.00144
pronadv(rel),1,0.00144
adv(rel),1,0.00144
v(prtcl),1,0.00144
conj(subord)+pron(indef),1,0.00144
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00144
"pron(pers,3,sing)+conj(subord)",1,0.00144
"v(fin,pres,lex)+pron(pers,3,plu)",1,0.00144
pron(rel)+pron(indef),1,0.00144
"pron(pers,3,sing)+adv(neg)",1,0.00144
adp()+pron(poss),1,0.00144
