POS,Nombre d'apparitions,Frequence d'apparition
n(sing),56,0.23431
pron(poss),23,0.09623
"v(fin,pres,lex)",17,0.07113
conj(coord),16,0.06695
"v(fin,pres,aux_cop)",14,0.05858
adp(),13,0.05439
adv(gener),13,0.05439
"pron(pers,1,sing)",12,0.05021
adj(),8,0.03347
"pron(pers,3,sing)",6,0.0251
art(def),6,0.0251
adv(neg),6,0.0251
art(indef),6,0.0251
"v(participle,past)",4,0.01674
n(prop),4,0.01674
pron(indef),4,0.01674
conj(subord),4,0.01674
num(indef),3,0.01255
pron(dem),3,0.01255
v(imp),2,0.00837
interj(),2,0.00837
"pron(refl,1,sing)",2,0.00837
pron(rel),1,0.00418
num(card),1,0.00418
pron(inter),1,0.00418
v(infin),1,0.00418
"v(fin,past,aux_cop)",1,0.00418
"pron(pers,1,plu)",1,0.00418
adv(dem),1,0.00418
adv(resum),1,0.00418
"pron(pers,2,sing)",1,0.00418
punc(quest),1,0.00418
"v(fin,past,lex)",1,0.00418
art(def)+adj(),1,0.00418
n(plu),1,0.00418
"v(fin,pres,aux_cop)+pron(pers,3,sing)",1,0.00418
art(def)+n(sing),1,0.00418
