POS,Nombre d'apparitions,Frequence d'apparition
n(sing),17,0.10828
adv(gener),11,0.07006
"v(fin,pres,aux_cop)",11,0.07006
adp(),10,0.06369
adj(),10,0.06369
"v(fin,pres,lex)",8,0.05096
v(infin),7,0.04459
conj(coord),7,0.04459
"pron(pers,2,sing)",7,0.04459
pron(poss),7,0.04459
n(plu),6,0.03822
"v(participle,past)",5,0.03185
art(def),5,0.03185
conj(subord),4,0.02548
"pron(pers,3,plu)",4,0.02548
"pron(pers,2,plu)",3,0.01911
"v(fin,past,aux_cop)",3,0.01911
adv(neg),3,0.01911
art(indef),3,0.01911
adv(inter),3,0.01911
adv(dem),2,0.01274
"v(fin,past,lex)",2,0.01274
n(prop),2,0.01274
punc(quest),2,0.01274
"pron(pers,3,sing)",2,0.01274
num(card),2,0.01274
num(ord),1,0.00637
num(indef),1,0.00637
v(imp),1,0.00637
interj(),1,0.00637
"v(fin,pres,aux_cop)+pron(pers,3,plu)",1,0.00637
art(def)+adp(),1,0.00637
adv(indef),1,0.00637
conj(comp),1,0.00637
pron(indef),1,0.00637
pronadv(dem),1,0.00637
pronadv(prep),1,0.00637
