POS,Nombre d'apparitions,Frequence d'apparition
n(sing),64,0.1448
adp(),32,0.0724
"v(fin,pres,aux_cop)",29,0.06561
v(infin),25,0.05656
adj(),23,0.05204
adv(gener),22,0.04977
"pron(pers,1,sing)",22,0.04977
"pron(pers,3,sing)",20,0.04525
pron(poss),19,0.04299
"v(fin,pres,lex)",17,0.03846
"pron(pers,2,plu)",15,0.03394
"v(fin,past,lex)",12,0.02715
"v(participle,past)",11,0.02489
art(def),10,0.02262
n(plu),10,0.02262
adv(dem),10,0.02262
"v(fin,past,aux_cop)",9,0.02036
pron(indef),8,0.0181
punc(hyphen),8,0.0181
conj(coord),7,0.01584
"pron(pers,2,sing)",6,0.01357
pron(dem),6,0.01357
"pron(pers,3,plu)",6,0.01357
conj(subord),6,0.01357
adv(resum),5,0.01131
v(imp),5,0.01131
pronadv(dem),4,0.00905
art(indef),3,0.00679
pronadv(rel),3,0.00679
adv(neg),3,0.00679
num(indef),3,0.00679
n(prop),3,0.00679
pron(rel),2,0.00452
art(def)+adp(),2,0.00452
pronadv(prep),2,0.00452
conj(comp),1,0.00226
"v(fin,past,lex)+pron(pers,3,sing)",1,0.00226
"pron(pers,3,sing)+adv(neg)",1,0.00226
n(sing)+adp(),1,0.00226
"v(fin,past,lex)+pron(pers,3,plu)",1,0.00226
num(card),1,0.00226
adv(inter),1,0.00226
art(def)+n(sing),1,0.00226
pron(inter),1,0.00226
v(prtcl),1,0.00226
