POS,Nombre d'apparitions,Frequence d'apparition
n(sing),48,0.20961
adv(gener),18,0.0786
"v(fin,pres,lex)",18,0.0786
adp(),17,0.07424
"v(fin,pres,aux_cop)",14,0.06114
adj(),13,0.05677
conj(coord),12,0.0524
art(indef),10,0.04367
adv(neg),9,0.0393
pron(poss),8,0.03493
"v(participle,past)",8,0.03493
pron(indef),6,0.0262
art(def),5,0.02183
pron(rel),5,0.02183
"pron(pers,3,sing)",5,0.02183
v(infin),4,0.01747
interj(),4,0.01747
pron(dem),3,0.0131
n(prop),2,0.00873
v(imp),2,0.00873
"pron(pers,2,plu)",2,0.00873
n(plu),2,0.00873
punc(quest),2,0.00873
conj(subord),1,0.00437
num(indef),1,0.00437
adv(dem),1,0.00437
v(prtcl),1,0.00437
conj(comp),1,0.00437
pronadv(rel),1,0.00437
pronadv(dem),1,0.00437
pron(inter),1,0.00437
"v(fin,past,lex)",1,0.00437
"pron(refl,3,sing)",1,0.00437
"v(fin,past,aux_cop)",1,0.00437
num(indef)+adp(),1,0.00437
