POS,Nombre d'apparitions,Frequence d'apparition
n(sing),75,0.16026
adp(),41,0.08761
adv(gener),36,0.07692
pron(poss),34,0.07265
"v(fin,pres,aux_cop)",28,0.05983
conj(coord),26,0.05556
"v(participle,past)",23,0.04915
n(plu),22,0.04701
v(infin),21,0.04487
"pron(pers,1,sing)",19,0.0406
adj(),19,0.0406
art(def),18,0.03846
"v(fin,pres,lex)",16,0.03419
n(prop),15,0.03205
pron(rel),8,0.01709
art(def)+n(sing),7,0.01496
adv(dem),7,0.01496
art(indef),6,0.01282
"pron(pers,2,sing)",5,0.01068
interj(),4,0.00855
"v(fin,pres,aux_cop)+pron(pers,3,sing)",3,0.00641
adv(neg),3,0.00641
"pron(pers,3,sing)",3,0.00641
adv(inter),2,0.00427
v(prtcl),2,0.00427
pron(dem),2,0.00427
conj(comp),2,0.00427
num(indef),2,0.00427
"v(fin,past,aux_cop)",2,0.00427
conj(subord),2,0.00427
pronadv(rel),2,0.00427
num(indef)+adp(),1,0.00214
"v(participle,pres)",1,0.00214
"pron(pers,3,plu)",1,0.00214
adp()+art(def),1,0.00214
misc(latin),1,0.00214
punc(quest),1,0.00214
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00214
"pron(pers,2,plu)",1,0.00214
"pron(pers,3,sing)+conj(subord)",1,0.00214
art(def)+adp(),1,0.00214
pron(indef),1,0.00214
v(imp),1,0.00214
"v(fin,past,lex)",1,0.00214
