POS,Nombre d'apparitions,Frequence d'apparition
n(sing),27,0.14211
conj(coord),14,0.07368
adj(),14,0.07368
v(infin),12,0.06316
"v(fin,pres,aux_cop)",12,0.06316
adp(),12,0.06316
"v(fin,pres,lex)",11,0.05789
adv(gener),11,0.05789
n(plu),8,0.04211
pron(poss),6,0.03158
"v(participle,past)",6,0.03158
"pron(pers,2,sing)",6,0.03158
num(indef),5,0.02632
art(def),5,0.02632
adv(dem),4,0.02105
adv(neg),4,0.02105
"pron(pers,2,plu)",4,0.02105
"pron(pers,3,plu)",3,0.01579
adv(resum),3,0.01579
"v(fin,past,lex)",2,0.01053
n(prop),2,0.01053
pron(rel),2,0.01053
art(indef),2,0.01053
adv(inter),2,0.01053
pron(indef),2,0.01053
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00526
conj(subord),1,0.00526
v(imp),1,0.00526
art(def)+n(sing),1,0.00526
num(card),1,0.00526
"v(fin,past,aux_cop)",1,0.00526
pronadv(prep),1,0.00526
"v(fin,past,lex)+pron(pers,3,sing)",1,0.00526
art(def)+adp(),1,0.00526
pron(inter),1,0.00526
"pron(pers,3,sing)",1,0.00526
