POS,Nombre d'apparitions,Frequence d'apparition
n(sing),77,0.23692
adp(),27,0.08308
conj(coord),19,0.05846
adv(gener),18,0.05538
adj(),18,0.05538
"v(participle,past)",16,0.04923
"v(fin,pres,aux_cop)",15,0.04615
adv(neg),12,0.03692
"v(fin,pres,lex)",12,0.03692
v(infin),10,0.03077
pron(poss),9,0.02769
art(def),8,0.02462
art(indef),7,0.02154
n(plu),6,0.01846
"pron(pers,2,sing)",5,0.01538
n(prop),5,0.01538
conj(subord),4,0.01231
"pron(pers,2,plu)",4,0.01231
"v(fin,past,lex)",4,0.01231
"pron(pers,3,sing)",4,0.01231
"v(fin,past,aux_cop)",4,0.01231
interj(),3,0.00923
"pron(pers,1,sing)",3,0.00923
"pron(pers,3,plu)",3,0.00923
adv(dem),3,0.00923
pron(rel),3,0.00923
"pron(pers,1,plu)",2,0.00615
art(def)+adp(),2,0.00615
pronadv(dem),2,0.00615
num(card),2,0.00615
"pron(refl,3,sing)",1,0.00308
art(def)+n(sing)+adv(gener),1,0.00308
conj(neg),1,0.00308
num(indef),1,0.00308
pron(indef),1,0.00308
v(imp),1,0.00308
art(indef)+adp(),1,0.00308
conj(subord)+pronadv(pers),1,0.00308
"pron(rel)+pron(pers,3,sing)",1,0.00308
adv(),1,0.00308
"pronadv(pers)+v(fin,past,aux_cop)",1,0.00308
art(def)+adj(),1,0.00308
art(def)+num(card),1,0.00308
adp()+art(def),1,0.00308
pron(dem),1,0.00308
"v(fin,past,lex)+pron(indef)",1,0.00308
"pron(refl,2,sing)",1,0.00308
art(def)+n(sing),1,0.00308
