POS,Nombre d'apparitions,Frequence d'apparition
n(sing),33,0.22297
adp(),14,0.09459
adv(gener),12,0.08108
pron(poss),10,0.06757
"v(fin,pres,lex)",9,0.06081
conj(coord),8,0.05405
adj(),8,0.05405
v(infin),6,0.04054
"v(fin,pres,aux_cop)",5,0.03378
"v(participle,past)",5,0.03378
n(plu),3,0.02027
"pron(pers,3,sing)",3,0.02027
pron(indef),3,0.02027
"pron(pers,2,plu)",3,0.02027
conj(subord),3,0.02027
pron(rel),2,0.01351
art(indef),2,0.01351
adv(inter),2,0.01351
pron(inter),2,0.01351
pron(dem),2,0.01351
interj(),2,0.01351
adv(dem),2,0.01351
n(prop),2,0.01351
art(def)+n(sing),1,0.00676
"v(fin,past,lex)+pron(pers,3,sing)",1,0.00676
"pron(pers,1,sing)",1,0.00676
"pron(pers,3,sing)+v(fin,past,aux_cop)",1,0.00676
num(indef),1,0.00676
"pron(pers,2,sing)",1,0.00676
"v(fin,past,lex)",1,0.00676
