POS,Nombre d'apparitions,Frequence d'apparition
n(sing),167,0.18785
adp(),115,0.12936
pron(poss),81,0.09111
v(infin),53,0.05962
conj(coord),45,0.05062
adv(gener),45,0.05062
adj(),33,0.03712
n(plu),29,0.03262
"v(fin,pres,lex)",26,0.02925
"pron(pers,3,sing)",23,0.02587
art(def),22,0.02475
adv(neg),22,0.02475
"pron(pers,1,sing)",21,0.02362
"v(fin,past,lex)",20,0.0225
n(prop),18,0.02025
"v(participle,past)",16,0.018
art(indef),15,0.01687
"v(fin,pres,aux_cop)",15,0.01687
v(imp),13,0.01462
pron(rel),11,0.01237
adv(dem),9,0.01012
conj(subord),9,0.01012
pron(dem),8,0.009
"pron(pers,2,plu)",7,0.00787
art(def)+n(sing),6,0.00675
"pron(pers,3,plu)",5,0.00562
interj(),5,0.00562
"v(fin,past,aux_cop)",4,0.0045
pron(indef),4,0.0045
adp()+art(def),3,0.00337
v(prtcl),3,0.00337
num(card),3,0.00337
adv(inter),3,0.00337
"v(fin,pres,aux_cop)+pron(pers,3,sing)",3,0.00337
adv(resum),2,0.00225
conj(comp),2,0.00225
n(sing)+art(def),2,0.00225
art(def)+adp(),2,0.00225
"pron(pers,1,plu)",2,0.00225
"pron(indef)+v(fin,pres,lex)",1,0.00112
"pron(pers,2,sing)",1,0.00112
"pron(pers,3,sing)+conj(subord)",1,0.00112
misc(),1,0.00112
pronadv(rel),1,0.00112
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00112
"pron(refl,2,sing)",1,0.00112
conj(alse),1,0.00112
"pron(pers,1,sing)+adv(neg)",1,0.00112
pron(inter),1,0.00112
"pron(rel)+pron(pers,3,plu)",1,0.00112
n(sing)+adp(),1,0.00112
"pron(refl,3,sing)",1,0.00112
pronadv(prep),1,0.00112
"pron(pers,3,sing)+pron(pers,1,plu)",1,0.00112
"pron(poss,2,sing)",1,0.00112
"v(fin,pres,lex)+pron(pers,3,sing)",1,0.00112
