POS,Nombre d'apparitions,Frequence d'apparition
n(sing),46,0.25989
adp(),16,0.0904
conj(coord),10,0.0565
adv(gener),9,0.05085
adj(),9,0.05085
"v(fin,pres,lex)",8,0.0452
pron(poss),8,0.0452
n(prop),6,0.0339
"v(fin,pres,aux_cop)",5,0.02825
adv(neg),5,0.02825
"pron(pers,2,plu)",4,0.0226
"v(participle,past)",4,0.0226
art(indef),4,0.0226
v(infin),4,0.0226
n(plu),3,0.01695
num(indef),3,0.01695
misc(),3,0.01695
conj(subord),3,0.01695
art(def),3,0.01695
v(imp),2,0.0113
pron(indef),2,0.0113
pron(dem),2,0.0113
"pron(pers,1,sing)",2,0.0113
adv(dem),2,0.0113
"pron(dem)+pron(pers,3,sing)",1,0.00565
interj(),1,0.00565
punc(quest),1,0.00565
"pron(pers,2,sing)",1,0.00565
"pron(pers,1,sing)+adv(neg)",1,0.00565
art(def)+adp(),1,0.00565
art(def)+n(sing),1,0.00565
pron(inter),1,0.00565
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00565
pron(rel),1,0.00565
pronadv(prep),1,0.00565
"v(fin,past,aux_cop)",1,0.00565
"pron(pers,3,sing)",1,0.00565
"pron(pers,3,sing)+v(fin,pres,lex)",1,0.00565
