POS,Nombre d'apparitions,Frequence d'apparition
n(sing),46,0.12466
"pron(pers,1,sing)",28,0.07588
adp(),28,0.07588
"v(fin,pres,lex)",25,0.06775
"v(fin,pres,aux_cop)",24,0.06504
v(infin),23,0.06233
pron(poss),22,0.05962
conj(coord),21,0.05691
adv(gener),21,0.05691
"pron(pers,2,sing)",17,0.04607
adj(),16,0.04336
"pron(pers,2,plu)",11,0.02981
conj(subord),9,0.02439
adv(resum),8,0.02168
art(def),7,0.01897
num(indef),6,0.01626
n(plu),6,0.01626
pronadv(dem),5,0.01355
interj(),5,0.01355
"pron(pers,3,sing)",5,0.01355
adv(dem),5,0.01355
pron(indef),4,0.01084
"v(participle,past)",4,0.01084
pron(rel),3,0.00813
v(prtcl),3,0.00813
n(prop),2,0.00542
adv(),2,0.00542
"pron(refl,2,sing)",2,0.00542
adv(neg),2,0.00542
v(imp),2,0.00542
pronadv(rel),2,0.00542
punc(quest),1,0.00271
pronadv(prep),1,0.00271
art(indef),1,0.00271
pron(dem),1,0.00271
conj(comp),1,0.00271
