POS,Nombre d'apparitions,Frequence d'apparition
n(sing),43,0.15751
"v(fin,pres,aux_cop)",24,0.08791
adv(gener),24,0.08791
adj(),19,0.0696
adp(),17,0.06227
art(def),15,0.05495
"v(fin,pres,lex)",14,0.05128
conj(coord),12,0.04396
v(infin),10,0.03663
"v(participle,past)",8,0.0293
"pron(pers,2,sing)",7,0.02564
pron(dem),6,0.02198
pron(poss),5,0.01832
n(prop),4,0.01465
"pron(pers,1,plu)",4,0.01465
"pron(pers,2,plu)",4,0.01465
adv(neg),4,0.01465
pron(rel),4,0.01465
"pron(pers,3,sing)",4,0.01465
conj(subord),4,0.01465
v(imp),3,0.01099
conj(comp),3,0.01099
num(indef),3,0.01099
"pron(pers,3,sing)+interj()",2,0.00733
interj(),2,0.00733
adv(inter),2,0.00733
adv(resum),2,0.00733
adv(dem),2,0.00733
pron(indef),2,0.00733
pronadv(rel),2,0.00733
pronadv(dem),2,0.00733
pronadv(prep),2,0.00733
art(indef),2,0.00733
"v(fin,past,lex)",2,0.00733
adp()+art(def),1,0.00366
punc(quest),1,0.00366
n(plu),1,0.00366
adv(),1,0.00366
"pron(pers,3,sing)+conj(subord)",1,0.00366
misc(),1,0.00366
"pron(pers,3,plu)+pron(pers,3,sing)",1,0.00366
"v(fin,pres,aux_cop)+pron(pers,3,sing)",1,0.00366
"v(fin,past,aux_cop)",1,0.00366
v(prtcl),1,0.00366
