POS,Nombre d'apparitions,Frequence d'apparition
n(sing),56,0.18361
"v(fin,pres,lex)",25,0.08197
adv(gener),24,0.07869
adp(),22,0.07213
pron(poss),22,0.07213
adj(),13,0.04262
adv(neg),13,0.04262
v(infin),12,0.03934
conj(coord),12,0.03934
"pron(pers,1,sing)",10,0.03279
"v(fin,pres,aux_cop)",10,0.03279
"pron(pers,2,plu)",8,0.02623
conj(subord),6,0.01967
n(prop),6,0.01967
pron(rel),5,0.01639
"v(participle,past)",5,0.01639
art(def),5,0.01639
interj(),4,0.01311
art(def)+n(sing),4,0.01311
n(plu),4,0.01311
art(indef),4,0.01311
v(imp),3,0.00984
"pron(pers,3,sing)",2,0.00656
adv(dem),2,0.00656
conj(comp),2,0.00656
"v(fin,past,lex)",2,0.00656
pron(indef),2,0.00656
punc(quest),2,0.00656
num(indef),2,0.00656
"pron(pers,2,sing)",2,0.00656
adj()+art(def),1,0.00328
"v(fin,pres,aux_cop)+pron(pers,2,sing)",1,0.00328
"pron(pers,2,plu)+v(fin,pres,lex)",1,0.00328
pron(rel)+pronadv(pers),1,0.00328
pronadv(rel),1,0.00328
n(sing)+adp(),1,0.00328
n(sing)+art(def),1,0.00328
"v(fin,past,aux_cop)",1,0.00328
num(card),1,0.00328
misc(),1,0.00328
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00328
adv(indef),1,0.00328
"v(fin,past,lex)+pron(pers,3,sing)",1,0.00328
"pron(pers,2,plu)+v(fin,past,lex)",1,0.00328
"v(participle,pres)",1,0.00328
pron(inter),1,0.00328
