POS,Nombre d'apparitions,Frequence d'apparition
n(sing),39,0.19118
adv(gener),19,0.09314
adp(),19,0.09314
art(def),12,0.05882
"v(fin,pres,lex)",11,0.05392
v(infin),10,0.04902
adj(),9,0.04412
pron(poss),9,0.04412
"v(fin,past,lex)",7,0.03431
conj(coord),7,0.03431
"v(participle,past)",6,0.02941
n(plu),6,0.02941
n(prop),5,0.02451
art(indef),5,0.02451
"v(fin,pres,aux_cop)",4,0.01961
pron(indef),4,0.01961
"pron(pers,1,sing)",3,0.01471
adv(dem),3,0.01471
"pron(pers,3,sing)",2,0.0098
"pron(pers,2,sing)",2,0.0098
conj(subord),2,0.0098
pron(rel),2,0.0098
adv(neg),2,0.0098
interj(),2,0.0098
misc(),2,0.0098
pronadv(dem),1,0.0049
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.0049
"pron(pers,3,sing)+pron(pers,1,plu)",1,0.0049
pron(inter),1,0.0049
"pron(refl,3,sing)",1,0.0049
"pron(pers,1,plu)",1,0.0049
v(imp),1,0.0049
pron(dem),1,0.0049
"pron(pers,2,plu)",1,0.0049
"pron(refl,3,plu)",1,0.0049
"v(fin,past,aux_cop)",1,0.0049
punc(quest),1,0.0049
