POS,Nombre d'apparitions,Frequence d'apparition
n(sing),121,0.16644
adv(neg),65,0.08941
"pron(pers,1,sing)",52,0.07153
n(prop),48,0.06602
"v(fin,pres,lex)",45,0.0619
v(infin),39,0.05365
adv(gener),37,0.05089
"v(fin,pres,aux_cop)",33,0.04539
conj(coord),33,0.04539
adj(),31,0.04264
pron(poss),29,0.03989
adp(),22,0.03026
art(def),19,0.02613
"v(fin,past,lex)",18,0.02476
"pron(pers,3,sing)",16,0.02201
pron(indef),14,0.01926
num(indef),10,0.01376
n(plu),9,0.01238
art(indef),9,0.01238
interj(),8,0.011
"v(participle,past)",8,0.011
conj(subord),6,0.00825
pron(rel),6,0.00825
adv(dem),5,0.00688
pron(dem),5,0.00688
pron(inter),5,0.00688
"pron(pers,3,plu)",5,0.00688
"pron(pers,2,plu)",4,0.0055
adv(inter),3,0.00413
"v(fin,past,aux_cop)",3,0.00413
v(imp),3,0.00413
"v(participle,pres)",2,0.00275
"v(fin,pres,aux_cop)+pron(pers,3,sing)",2,0.00275
misc(),2,0.00275
conj(comp),2,0.00275
adv(indef),1,0.00138
punc(quest),1,0.00138
"v(fin,pres,lex)+pron(pers,3,sing)",1,0.00138
n(sing)+adp(),1,0.00138
"pron(pers,1,plu)",1,0.00138
"pron(pers,2,sing)",1,0.00138
art(def)+n(sing)+adp(),1,0.00138
punc(excl),1,0.00138
