POS,Nombre d'apparitions,Frequence d'apparition
n(sing),25,0.14535
adp(),18,0.10465
adv(gener),15,0.08721
pron(poss),11,0.06395
"pron(pers,1,sing)",10,0.05814
n(prop),10,0.05814
v(infin),8,0.04651
adj(),8,0.04651
n(plu),6,0.03488
num(indef),6,0.03488
adv(neg),5,0.02907
conj(coord),5,0.02907
misc(),5,0.02907
"v(participle,past)",5,0.02907
interj(),4,0.02326
pron(dem),4,0.02326
"v(fin,pres,lex)",3,0.01744
conj(comp),2,0.01163
adv(dem),2,0.01163
conj(subord),2,0.01163
art(indef),2,0.01163
"v(fin,past,lex)",2,0.01163
"v(fin,pres,aux_cop)",2,0.01163
"pron(pers,2,plu)",2,0.01163
v(imp),2,0.01163
pronadv(rel),1,0.00581
art(def),1,0.00581
"v(fin,past,aux_cop)",1,0.00581
"pron(pers,3,sing)",1,0.00581
pron(rel),1,0.00581
art(def)+n(sing),1,0.00581
"pron(pers,3,sing)+interj()",1,0.00581
adp()+art(def),1,0.00581
