POS,Nombre d'apparitions,Frequence d'apparition
n(sing),19,0.12258
pron(poss),15,0.09677
"v(fin,pres,lex)",12,0.07742
adj(),12,0.07742
adp(),9,0.05806
"v(fin,pres,aux_cop)",9,0.05806
"pron(pers,1,sing)",7,0.04516
"pron(pers,1,plu)",6,0.03871
conj(coord),6,0.03871
"v(participle,past)",6,0.03871
adv(gener),5,0.03226
pron(rel),5,0.03226
v(infin),5,0.03226
art(indef),4,0.02581
conj(subord),4,0.02581
"pron(pers,2,sing)",3,0.01935
"pron(pers,3,sing)",3,0.01935
adv(dem),3,0.01935
"pron(pers,2,plu)",3,0.01935
v(imp),2,0.0129
art(def),2,0.0129
interj(),2,0.0129
punc(quest),2,0.0129
conj(comp),1,0.00645
"conj(subord)+pron(pers,3,sing)",1,0.00645
"pron(pers,2,plu)+pron(pers,3,sing)",1,0.00645
n(plu),1,0.00645
adv(),1,0.00645
num(indef),1,0.00645
adv(neg),1,0.00645
misc(),1,0.00645
n(prop),1,0.00645
pron(indef),1,0.00645
num(card),1,0.00645
