POS,Nombre d'apparitions,Frequence d'apparition
n(sing),26,0.22807
conj(coord),9,0.07895
pron(poss),9,0.07895
adj(),7,0.0614
interj(),6,0.05263
v(infin),5,0.04386
n(prop),5,0.04386
"v(fin,pres,lex)",4,0.03509
adv(dem),4,0.03509
adv(gener),4,0.03509
"pron(pers,1,sing)",4,0.03509
adp(),4,0.03509
art(def),3,0.02632
art(indef),3,0.02632
n(plu),3,0.02632
v(imp),2,0.01754
"v(fin,pres,aux_cop)",2,0.01754
adv(neg),2,0.01754
"pron(pers,2,plu)",2,0.01754
"v(fin,past,aux_cop)",1,0.00877
adv(resum),1,0.00877
"v(fin,past,lex)",1,0.00877
pron(dem),1,0.00877
"pron(pers,1,plu)",1,0.00877
"pron(pers,3,sing)+v(fin,pres,lex)",1,0.00877
"v(participle,past)",1,0.00877
misc(),1,0.00877
num(indef),1,0.00877
pron(rel),1,0.00877
