POS,Nombre d'apparitions,Frequence d'apparition
n(sing),62,0.14904
adp(),48,0.11538
adv(gener),42,0.10096
v(infin),27,0.0649
n(prop),18,0.04327
conj(coord),17,0.04087
art(def),16,0.03846
"v(fin,pres,lex)",15,0.03606
"v(fin,pres,aux_cop)",14,0.03365
adj(),13,0.03125
art(indef),13,0.03125
n(plu),12,0.02885
"pron(pers,3,sing)",11,0.02644
"v(fin,past,lex)",11,0.02644
conj(subord),9,0.02163
pron(poss),8,0.01923
adv(neg),8,0.01923
"pron(pers,2,plu)",8,0.01923
pron(rel),7,0.01683
"pron(pers,2,sing)",6,0.01442
num(indef),6,0.01442
"v(participle,past)",5,0.01202
v(imp),5,0.01202
adv(dem),4,0.00962
misc(),3,0.00721
"v(fin,past,aux_cop)",3,0.00721
"pron(pers,1,sing)",3,0.00721
pronadv(rel),2,0.00481
adv(resum),2,0.00481
pron(dem),2,0.00481
art(def)+adp(),2,0.00481
"pron(pers,3,plu)+pron(pers,3,sing)",2,0.00481
adv(inter),1,0.0024
"pron(poss,2,sing)",1,0.0024
"pron(pers,3,plu)",1,0.0024
adv(indef),1,0.0024
"pron(refl,2,plu)",1,0.0024
pron(indef),1,0.0024
n(sing)+art(def)+adp(),1,0.0024
n(sing)+adp(),1,0.0024
"pron(pers,1,plu)",1,0.0024
pronadv(dem),1,0.0024
pronadv(prep),1,0.0024
art(def)+n(sing),1,0.0024
