POS,Nombre d'apparitions,Frequence d'apparition
n(sing),63,0.22261
pron(poss),26,0.09187
adp(),24,0.08481
conj(coord),19,0.06714
"pron(pers,1,sing)",17,0.06007
v(infin),15,0.053
"v(fin,pres,lex)",14,0.04947
adv(gener),14,0.04947
"v(fin,pres,aux_cop)",12,0.0424
"pron(pers,2,plu)",10,0.03534
n(prop),8,0.02827
art(def),8,0.02827
n(plu),5,0.01767
interj(),5,0.01767
adj(),4,0.01413
v(imp),4,0.01413
pron(rel),4,0.01413
"v(participle,past)",4,0.01413
art(indef),3,0.0106
pron(indef),3,0.0106
num(indef),3,0.0106
conj(subord),3,0.0106
adv(dem),2,0.00707
"pron(pers,2,sing)",2,0.00707
adv(neg),2,0.00707
num(card),2,0.00707
"pron(pers,1,plu)",1,0.00353
art(indef)+adp(),1,0.00353
misc(),1,0.00353
"v(fin,past,lex)",1,0.00353
"v(fin,past,aux_cop)",1,0.00353
adv(inter),1,0.00353
pron(dem),1,0.00353
