POS,Nombre d'apparitions,Frequence d'apparition
n(sing),53,0.20543
adp(),23,0.08915
conj(coord),18,0.06977
adj(),18,0.06977
adv(gener),15,0.05814
"v(fin,pres,aux_cop)",13,0.05039
pron(poss),12,0.04651
v(infin),11,0.04264
"v(fin,pres,lex)",10,0.03876
art(indef),10,0.03876
n(plu),7,0.02713
art(def),7,0.02713
conj(subord),6,0.02326
"pron(pers,1,sing)",6,0.02326
"v(participle,past)",5,0.01938
"pron(pers,1,plu)",4,0.0155
pron(rel),4,0.0155
conj(comp),3,0.01163
"pron(pers,2,plu)",3,0.01163
adv(neg),3,0.01163
pron(dem),2,0.00775
pron(indef),2,0.00775
adv(dem),2,0.00775
n(prop),2,0.00775
v(imp),2,0.00775
num(card),1,0.00388
"pron(pers,3,sing)+pron(indef)",1,0.00388
"pron(pers,3,sing)+v(fin,pres,lex)",1,0.00388
adv(rel),1,0.00388
"pron(pers,2,sing)",1,0.00388
adp()+art(def),1,0.00388
"pron(refl,2,plu)",1,0.00388
punc(quest),1,0.00388
"v(fin,past,aux_cop)",1,0.00388
num(indef),1,0.00388
adv(indef),1,0.00388
"v(fin,pres,lex)+pron(pers,3,sing)",1,0.00388
pronadv(rel),1,0.00388
"pron(pers,3,sing)",1,0.00388
misc(),1,0.00388
v(prtcl),1,0.00388
pronadv(prep),1,0.00388
