POS,Nombre d'apparitions,Frequence d'apparition
n(sing),86,0.14777
adp(),53,0.09107
adv(gener),47,0.08076
adj(),41,0.07045
pron(poss),36,0.06186
v(infin),32,0.05498
"pron(pers,1,plu)",31,0.05326
conj(coord),28,0.04811
"v(fin,pres,aux_cop)",27,0.04639
"v(fin,pres,lex)",22,0.0378
"v(participle,past)",21,0.03608
adv(neg),16,0.02749
art(def),13,0.02234
n(plu),13,0.02234
"pron(pers,3,sing)",13,0.02234
conj(subord),10,0.01718
n(prop),10,0.01718
adv(dem),9,0.01546
pron(dem),9,0.01546
"v(fin,past,aux_cop)",8,0.01375
pronadv(prep),6,0.01031
pron(indef),6,0.01031
pron(rel),6,0.01031
interj(),5,0.00859
pronadv(dem),4,0.00687
art(def)+adp(),3,0.00515
art(indef),3,0.00515
num(indef),3,0.00515
"v(participle,pres)",2,0.00344
adv(indef),2,0.00344
"pron(pers,2,sing)",2,0.00344
v(imp),2,0.00344
"v(fin,past,lex)",2,0.00344
"pron(pers,2,plu)",2,0.00344
"pron(pers,1,sing)",1,0.00172
pron(inter),1,0.00172
"pron(pers,1,plu)+pron(pers,3,sing)",1,0.00172
v(prtcl),1,0.00172
adp()+art(def),1,0.00172
"v(infin,subs)",1,0.00172
adv(resum),1,0.00172
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00172
misc(),1,0.00172
