POS,Nombre d'apparitions,Frequence d'apparition
n(sing),98,0.19406
adv(gener),45,0.08911
adp(),38,0.07525
"v(fin,pres,lex)",29,0.05743
adj(),26,0.05149
conj(coord),26,0.05149
"v(fin,pres,aux_cop)",23,0.04554
v(infin),21,0.04158
pron(poss),20,0.0396
interj(),16,0.03168
"v(fin,past,lex)",14,0.02772
art(indef),13,0.02574
adv(neg),12,0.02376
pron(dem),11,0.02178
"pron(pers,3,sing)",10,0.0198
"pron(pers,1,sing)",8,0.01584
n(plu),8,0.01584
"v(participle,past)",8,0.01584
art(def),7,0.01386
n(prop),7,0.01386
v(imp),7,0.01386
"pron(pers,2,plu)",7,0.01386
pron(indef),6,0.01188
conj(subord),4,0.00792
adv(dem),4,0.00792
pron(inter),4,0.00792
"pron(pers,3,plu)",3,0.00594
punc(quest),3,0.00594
conj(comp),3,0.00594
"pron(pers,2,sing)",2,0.00396
art(def)+adp(),2,0.00396
"v(fin,past,aux_cop)",2,0.00396
adp()+art(def),2,0.00396
pron(rel),2,0.00396
num(indef),2,0.00396
"pron(pers,1,plu)",2,0.00396
"pron(pers,3,sing)+pron(indef)",2,0.00396
"pron(indef)+pron(pers,3,sing)",1,0.00198
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00198
adv(inter),1,0.00198
"pron(refl,3,sing)",1,0.00198
misc(),1,0.00198
n(sing)+art(def)+adp(),1,0.00198
pron(dem)+adp(),1,0.00198
art(def)+n(sing),1,0.00198
