POS,Nombre d'apparitions,Frequence d'apparition
n(sing),28,0.18182
conj(coord),17,0.11039
v(infin),17,0.11039
adp(),17,0.11039
"v(fin,pres,aux_cop)",10,0.06494
adv(gener),9,0.05844
adj(),7,0.04545
"pron(pers,2,sing)",7,0.04545
art(def),5,0.03247
pron(poss),5,0.03247
num(indef),4,0.02597
"pron(pers,3,sing)",4,0.02597
n(plu),3,0.01948
"v(fin,pres,lex)",3,0.01948
interj(),2,0.01299
pron(rel),2,0.01299
"pron(pers,2,plu)",2,0.01299
art(def)+adp(),1,0.00649
"pron(pers,3,sing)+v(fin,pres,lex)",1,0.00649
art(indef),1,0.00649
pron(dem),1,0.00649
adv(dem),1,0.00649
punc(quest),1,0.00649
v(imp),1,0.00649
adv(),1,0.00649
"v(fin,pres,aux_cop)+pron(pers,2,sing)",1,0.00649
"v(participle,past)",1,0.00649
conj(subord),1,0.00649
pron(indef),1,0.00649
