POS,Nombre d'apparitions,Frequence d'apparition
n(sing),118,0.20775
adp(),63,0.11092
conj(coord),46,0.08099
adj(),32,0.05634
art(def),27,0.04754
"v(fin,pres,aux_cop)",25,0.04401
v(infin),25,0.04401
adv(gener),24,0.04225
"v(fin,pres,lex)",23,0.04049
"v(participle,past)",19,0.03345
pron(poss),17,0.02993
art(indef),15,0.02641
n(plu),15,0.02641
adv(neg),15,0.02641
"pron(pers,3,sing)",15,0.02641
n(prop),14,0.02465
num(indef),11,0.01937
conj(subord),8,0.01408
pron(dem),6,0.01056
v(imp),5,0.0088
"pron(pers,3,plu)",4,0.00704
num(card),4,0.00704
"pron(pers,1,sing)",4,0.00704
pron(indef),3,0.00528
"v(fin,past,lex)",3,0.00528
pron(rel),3,0.00528
"pron(pers,1,plu)",3,0.00528
adv(inter),2,0.00352
"pron(pers,3,sing)+v(fin,pres,aux_cop)",2,0.00352
"v(fin,past,aux_cop)",2,0.00352
"pron(pers,2,plu)",2,0.00352
adv(rel),2,0.00352
pronadv(rel),2,0.00352
interj(),2,0.00352
pronadv(prep),1,0.00176
adv(dem),1,0.00176
"pron(indef)+v(fin,pres,lex)+pron(pers,3,plu)",1,0.00176
"pron(pers,3,sing)+adv(indef)+adv(gener)",1,0.00176
misc(),1,0.00176
"pron(pers,3,sing)+v(fin,pres,lex)",1,0.00176
"v(participle,pres)",1,0.00176
