POS,Nombre d'apparitions,Frequence d'apparition
n(sing),77,0.15909
conj(coord),48,0.09917
"v(fin,pres,lex)",40,0.08264
adp(),33,0.06818
adv(gener),31,0.06405
adj(),31,0.06405
"v(fin,pres,aux_cop)",24,0.04959
"pron(pers,2,sing)",15,0.03099
v(infin),13,0.02686
art(def),13,0.02686
"v(participle,past)",13,0.02686
punc(quest),12,0.02479
pron(poss),11,0.02273
art(indef),10,0.02066
n(plu),10,0.02066
"pron(pers,3,sing)",9,0.0186
pron(indef),8,0.01653
adv(neg),8,0.01653
pron(rel),6,0.0124
n(prop),6,0.0124
"pron(pers,1,plu)",5,0.01033
"pron(pers,2,plu)",5,0.01033
num(indef),4,0.00826
pron(dem),4,0.00826
num(card),4,0.00826
v(imp),4,0.00826
adv(dem),4,0.00826
"pron(refl,2,sing)",3,0.0062
conj(comp),3,0.0062
"v(infin,subs)",3,0.0062
interj(),3,0.0062
pronadv(dem),3,0.0062
"v(fin,past,aux_cop)",2,0.00413
"pron(pers,1,sing)",2,0.00413
pronadv(prep),2,0.00413
adp()+art(def),2,0.00413
conj(subord),2,0.00413
misc(),2,0.00413
pronadv(rel),1,0.00207
"v(fin,past,lex)",1,0.00207
pron(inter),1,0.00207
adv(),1,0.00207
adv(inter),1,0.00207
"v(fin,past,aux_cop)+pron(pers,3,sing)",1,0.00207
"pron(poss,3,sing)",1,0.00207
art(def)+n(sing),1,0.00207
v(prtcl),1,0.00207
