POS,Nombre d'apparitions,Frequence d'apparition
n(sing),42,0.27273
adj(),13,0.08442
adp(),12,0.07792
conj(coord),10,0.06494
"v(fin,pres,aux_cop)",10,0.06494
art(def),10,0.06494
adv(gener),8,0.05195
"v(fin,pres,lex)",7,0.04545
art(indef),7,0.04545
n(prop),6,0.03896
v(infin),4,0.02597
adv(neg),3,0.01948
pron(dem),3,0.01948
adv(dem),3,0.01948
misc(),2,0.01299
"v(participle,past)",2,0.01299
pron(poss),2,0.01299
v(imp),1,0.00649
pron(rel),1,0.00649
art(def)+n(sing),1,0.00649
pronadv(dem),1,0.00649
pronadv(rel),1,0.00649
"pron(pers,1,sing)",1,0.00649
num(card),1,0.00649
n(plu),1,0.00649
"pron(pers,2,plu)",1,0.00649
num(indef),1,0.00649
