,n_v_pron,pron_n_v,adp_pron_n,adp_art_n,v_pron_n,n_adv_v,n_adp_n,art_n_v,adv_v_pron,v_pron_v,n_pron_n,n_n_v,n_art_n,v_art_n,v_adv_v,n_v_v,n_conj_n,pron_v_pron,v_conj_pron,n_pron_v,art_n_n,pron_adv_v,v_adp_pron,n_adp_pron,n_conj_pron,pron_n_n,n_n_n,v_adp_n,n_v_adv,pron_n_pron,pron_v_v,v_pron_adv,art_n_adp,pron_n_adv,v_v_pron,n_v_conj,art_adj_n,adv_v_v,n_v_adp,pron_v_adp,adp_n_n,v_pron_pron,adp_n_v,adv_v_adv,conj_pron_v,pron_v_adv,adv_adv_v,n_n_pron,conj_pron_n,pron_pron_v,en ,er ,et ,"n, ","en,","t, ", de,den,an ,de , he,ijn, ge,ver,een, ve,at ,oor,n d,aer, en,jn , da,sch,eer,der,ck ,cht,ie , va,", D", ee, be, me,nde, we,aar,n s,ten, in,t d, di,iet, mi,in ,t g,ghe,te , al, En,de,ik,gij,hij,ne,in,mijn,van,het,uw,en,zijn,wij,zij,eten,niet,dat,te,met,op,die,haar,voor,hebben,zo,al,als,aan,et,hoofd,na,tot,ook,door,hier,of,hoe,dan,geen,om,nu,wel,ons,haten,deze,wat,dit,bij
A. de R. en J.G.,-0.18570785552097813,0.9673479528702876,0.38960100765097555,0.390555275667304,-0.06632880925411967,0.3594660234473633,-0.10408609629802958,-0.0593797590925039,-0.317676225762769,0.0776873111518697,0.13716419921614517,0.22862708604599596,0.21990315243171984,-0.6556841476692244,-0.07698891736399177,-0.36409086582638245,-0.31485365677224714,0.5347870300491866,0.47393194789792553,0.1311158965939631,0.2612625397706705,-0.03127453059518499,0.28896701699241367,0.050604938080322445,-0.36826122935690253,0.6105348354010659,0.19731590203200886,-0.33965232929961964,0.42348298525254,-0.13628937127814947,-0.24452409504471484,0.13088780410929984,-0.2883793456728675,0.1738843809992377,0.008261536683561154,0.15701674493531464,0.07676232869372888,-0.5335900752145516,0.2002493559137278,-0.4178650666236308,1.145622424722417,-0.06025809357751465,0.20577641385448797,-0.1603443586856295,0.13164852732889717,0.2785365956526755,-0.23107862632418882,0.19397246918295702,0.10398769149888022,0.19421677290438452,-0.2764800072555997,-0.43129639170850914,-0.6836069198062193,0.7347116955380425,-0.3306297981845736,-0.3494639777232929,-0.3963927396453074,-0.38418838348152823,-0.16258823042069317,-0.08725306085812981,0.5165009822808294,-0.885597716510171,-0.07989015216321158,0.9280055448738861,-0.2710589720087567,-0.025102356326962876,0.07706778947467677,0.019886130833041277,-0.4052514120802875,-0.12104890029446777,-0.019654974325996742,-0.4747886005434068,-0.30038962493264465,-0.18666459389203705,0.5704163163324806,0.3681018973259104,0.1498726668564228,0.5811974444409705,0.6749449403429983,0.131484363639155,-0.07612233977729797,-0.16557947864262507,0.18220133582373674,0.16819177817104206,0.23125036010947206,-0.6450668064763678,-0.5321242527967739,-0.15316643904385063,-0.3061616043760262,-0.15312485321188207,-0.8391810039030004,0.41883673060643245,-0.10002658310444466,-0.644215034592327,-0.23866442229553964,-0.38418935784744546,-0.0934849018071394,-0.4092809155143667,0.36942522961769925,-0.4207277140653632,-0.13549637843685908,0.12544307252484418,-0.7485235236412766,-0.23867213268191895,-1.0740269823373818,0.09125152761827462,0.9048349322565208,0.4641501049704564,-0.12681724504281888,0.13742550024001626,-0.0099591004355945,0.16627233654404286,0.5550011811972267,0.35023430699685965,0.46207417964967007,0.008205376016639492,0.02159323914899433,0.7036887746621908,0.7791997270368739,0.4321269299349353,0.1241074182585763,-0.2664961824675269,0.3115432215321315,-0.37035041804227326,0.40479923462551587,0.5493164621705193,0.7349916421335472,0.08867232238146305,0.852287388519932,-0.3209815538710599,0.10777104873985863,-0.3523995751718543,-0.6078692278587737,-0.34464427259010066,-0.15227159218110028,-0.4693396672330336,0.6240251568935385,-0.5207475933507002,0.07531659018916566,0.14687303154062586,-0.31730934562335905,-0.39826449775745054,-0.2720495971041827,0.17649644310645257,-0.4365003448677576,0.4720671513802169,-0.190537499918365,-0.57659782170643
A.C. Alberts,0.1114756820614621,-0.044039421445537574,-0.11845484330192894,0.02754337007209625,0.2250714303085282,-0.10028704657828215,-0.031459555076919686,-0.08478897599464341,-0.11709104996251432,0.1906472433744253,-0.12885402478812794,-0.12273428669710881,0.13933116146315697,0.1656276776674406,0.02191584778489264,-0.10466257339508533,0.04225479714383314,-0.011243282396839707,-0.115134544419416,0.21988875636569397,0.03153640016149856,0.05697008983608691,0.08370785052073719,-0.18090989001204605,-0.1853778861371613,0.1964071822126819,0.41730038796377983,0.08114940376505468,0.1410063379648647,-0.16197014833060552,0.4027960099682479,0.05455528048742963,-0.051731303700909385,-0.15614886598233646,0.16577230699952925,-0.09953101116823125,-0.2708182322802555,-0.12963364818656345,0.4885537036426154,-0.17534057764018682,-0.0898554357909803,0.002640293562139022,-0.0809025937908514,-0.23266308515362488,-0.1666408791026608,0.19844840246906578,-0.09255099428321,0.13226332561052428,-0.13898092507108137,0.24660908016571426,0.11158918992106978,-0.10056892262888391,-0.10207770122352336,-0.34138548541785174,0.34470980208451163,-0.15038948914508107,-0.03474641739915045,0.0027877932841151843,-0.05455421884752613,-0.015483785985255188,-0.09203573771072758,-0.20078545526075087,0.09111707893470569,-0.11976188798891321,0.00623090776492643,-0.018134535394387707,0.07780448967206575,0.18702850088012204,-0.059191141463235106,-0.1732011992044156,0.17241884074737315,-0.16897670684280633,-0.08304460136596437,-0.11545963086844735,-0.0804941452613535,-0.025541505260129063,-0.11080802301879931,-0.06546440110545956,-0.15380723718868086,0.07189697197985075,-0.009788988946628576,-0.06799502204765831,0.14903493513828403,0.1734739528805514,-0.26880210747048505,-0.17910218225902438,0.004734070594832576,0.040483576624685345,0.10433572945361293,-0.04170767698915817,-0.17672260769771128,0.05399316085855836,-0.05929654634185013,-0.06689021723297212,0.12506490300618678,-0.01911050199619752,-0.09761168700268996,-0.054594247515883265,-0.024596882769394722,-0.016861796151566945,0.12328829822674992,-0.10049568767545483,0.04593961956981365,-0.04068603274103278,-0.10147647335382523,-0.06837084990591084,-0.010186773336615875,-0.16030291819088063,0.03015450342919016,0.005339256768310564,0.044782252611404366,-0.12734612930457795,0.0327204490416661,-0.030370865683413018,-0.01699447033394594,-0.012783459744704597,-0.1562135107103737,0.0747076294484834,0.12678849084176141,-0.03237191428014287,0.11982190848064082,-0.216475562976524,0.05894648758589071,-0.03178334482109238,-0.2135223078080213,0.045076782160507964,0.21989971650940993,-0.1464743406950222,-0.1461615674081537,-0.12010175246069132,-0.12218553786554497,-0.27687271156925186,0.055722886108588894,0.2332979567199473,-0.1178392395139498,0.09480616650907597,-0.019255311952269275,0.05527298913016597,0.006613135156384016,-0.07106859973030757,0.22543727760668214,-0.16403077968294058,0.18991734425078968,-0.013595295746707122,0.04167124541611712,0.09538522780416846,-0.187505608597506,0.11367590290905347
Aagje Deken en Klaas van der Horst,-0.05324279898194659,-0.659738950113579,-0.7649194295336391,0.046973559785423176,-0.16334911977796324,-0.16901231282863388,0.21399032320254327,-0.8103202007986599,0.28481396195610226,-0.1293276856892011,0.4120634951937848,-0.10387820749548432,-0.1928194195638335,0.32114651918190334,-0.892498977733449,0.6029252465683719,-0.24283141983599343,-0.08393903598979667,-0.07838820528342719,-0.2598689748169307,0.38958373517296296,-0.4540575948336761,0.3002624851194786,0.08195263208830467,-0.14327894155690743,-0.2984626659444865,0.2680893495176372,-0.4712315103721577,0.7459681228358052,0.7123025449539596,-0.012663422208984377,-0.01338592989687405,-0.004241152230959093,-0.5964196135468988,0.3418837031469481,0.4054091764037461,0.17795410589078578,0.2242906268101704,-0.018096920690257173,0.007777005447435986,0.19819761189052607,0.030417526716348918,0.2510346410446043,0.3145917925848138,0.15603132055903188,-0.06370768628616019,-0.2380485798531937,0.10435368759791158,-0.6100604926576627,0.2194992606309312,-0.6281326198313758,-0.3381568127700199,-0.2910008320465249,-0.80931637544433,-0.10021380599151747,0.30263517329514744,-0.10460466100739584,0.32286033475461257,-0.19692098332123806,-0.6097606909560533,0.22266574905652659,0.30090963073273386,0.2777982402359872,0.6221307104533783,0.11706112697890045,-0.17501659744560932,-0.050239348414878766,0.03538740292557022,0.2670808137367457,-0.5113266969328829,-0.33921759287304104,0.28474889866623343,-0.3042043945099197,0.11025725270564586,-0.3700615979840462,-0.684755130301315,0.12017968403181783,-0.4456997515126235,-0.6136084051680535,-0.10197676780617113,0.028610061882799135,-0.2847754226666448,0.4682256593525827,-0.13509387848662013,-0.4663035789635898,-0.8154482371911401,-0.15082652509491912,0.1985008422954532,-0.00857658090581634,0.23503900183051987,-0.143543995848899,-0.3112547645402823,0.5452868897315031,-0.3361943343683186,0.01880428907912382,-0.18208921108476442,0.31448786832909353,-0.2532883571640456,-0.1699474585705272,0.029341816202165933,-0.2615961166440095,-0.5509355757960296,-0.8089647822381785,-0.3649402809231683,-0.8346614770031502,0.14262674038690573,-0.6407422265400673,0.8205169186745742,0.26591340179080303,0.8072403559340325,-0.51488183662035,0.0787084646438482,0.757413991629597,0.6774903398233421,0.034288364801068845,-0.000492094211637389,-0.5504178140685009,0.5089932245289068,-0.1667436126125316,-0.15789491733804192,-0.026549180526310476,-0.4571666196915192,0.1325897174393928,-0.16904985444383672,0.0329667188045175,0.18149062183269257,0.10152797147611,-0.5115363960187372,0.45455480367886464,-0.5342417464434525,0.4154284507187486,-0.4989598978399044,-0.9719026056189101,0.8023155435926813,-0.6714202517226615,-0.6419254105769112,0.8930285833574657,0.010287432797346419,0.3077347877456871,0.3825796531710154,0.11562903419491606,-0.6453353308652541,0.3102223547775637,-0.1528714298114896,-0.21484470023496544,0.5155977686119276,-0.28639917962639816,-0.18699412619612268
Abdias Velingius,0.25828929662204836,-0.4062106555186693,0.3742486827555878,-0.4586086604840398,-0.2333685311570839,0.5742397210766799,0.13383284999381787,0.15560797737661058,-0.06642691722235869,-0.4271959562457849,0.06058253727063324,0.28740398099020664,-0.21358989719086055,0.7428446348640557,0.3892878065797303,0.28201626472597013,0.5232722384480852,-0.35115311275417094,0.15135606157100806,-0.012974249093731708,0.0952659672751288,0.3210988052047228,-0.15828700200501364,-0.16308944586564983,0.09830778300184366,-0.10153622838929996,0.11542950074224215,-0.35835256101174884,-0.3591800238829618,0.29577575512558574,-0.476906453219908,-0.061324119904901324,0.10613725949992273,-0.36721970233597206,-0.38840037892304535,-0.40044717726566864,0.2250296746215565,0.1266205887171354,0.20550210324340634,-0.3728231802367586,0.5072579667047585,-0.20949667602531527,0.004201229172596551,0.6017037662375498,-0.4127448404179428,-0.06506112268099129,0.6088516913980733,0.9957485995026587,0.04949509515981541,-0.08695452929159692,-0.0770626155484402,0.19304715415066462,-0.3800374309560121,-0.7373275519246436,0.0879036514154278,-0.23325742782630507,-0.48570194503920977,0.5869562398368208,-0.08922434052578791,-0.541850801254151,0.15256485012524007,-1.33685582461908,0.3967917066479742,0.4776099510395014,-0.3619865550496688,0.18375598516070465,0.945322475791107,-0.13059595820564004,-0.49486236775387415,-0.5406939023691579,-0.43766475587506054,-0.950359172916838,-0.8028892197814155,0.3139585303799222,-0.00942213147552154,-0.25181863266362414,-0.6200188975765912,1.0335457393776053,-0.41166413391208967,0.05293997981962799,0.7441831356020217,-0.3776154258580707,0.5800340470097161,0.19366958712340485,-0.020798619389858886,-0.30885743450146086,-0.16879263438738878,-0.19185595888037107,0.2787470111287454,-0.11858000258960892,-0.4259609248376943,-0.3990150249066591,-0.18168624987910884,-1.2506910037632182,-0.007155504527391718,-0.19360249510811156,-0.6235422565658642,-0.6348315904607349,-0.4673161744703749,-0.5054207247813941,-0.08597022136245418,0.7688937003333113,-0.8713116982452674,0.5559571053431418,-0.372753813372253,0.33613007481747004,1.2754122280769489,-0.39318558757410754,-0.19151179717671998,-0.07416733258361667,0.2615946414007827,0.003106127191255246,0.6425917949270089,-0.2603588115529133,-0.22988990866858725,-0.004072280116426105,-0.3693702725514578,0.6214200914688214,-0.13425600408035906,-0.3873362018413042,-0.5252254741148312,-0.03744409278890295,0.01869380745795924,-0.850885438060512,-1.0696664861111005,-0.03418444028016757,-0.7572922368358922,0.4644478599816647,-0.9575208309816239,-0.0999692840766974,-1.2557949190584097,-0.36498267967432735,-0.6662136990852215,0.6536167390126242,0.2995928753004439,0.07361780061778235,-0.1107812857910972,0.3505048608753306,0.03047810007577972,-0.11331917256992252,-0.1252877104345784,0.19440736413586562,0.19758714964500415,-0.7589250715345086,-0.05062627222184602,-0.10910090035787869,-0.05765593029979074,-0.12158484024797324
Abraham de Koning,-0.12975370552340768,-0.21485117132529977,0.0031700973961572582,-0.14260144878207426,0.13179652186232776,-0.15916364261963262,-0.18919548851805415,-0.048388859054373914,-0.01506202880046056,0.05106123346955271,-0.16417937618046635,-0.032707554438318034,-0.3401500717131092,0.11608711103416017,-0.21847596784925452,-0.2665877436421922,0.13260967286474956,0.011491633141519802,0.17076566885245428,0.2334778852707595,0.08247139655063547,-0.04593535541644186,0.18587046259775009,0.3821018825261019,-0.14835614591705687,0.20049184116493035,0.02773741313331095,0.30059774493488267,-0.0870279633981226,-0.10166402298978518,0.11394539857640205,-0.00751586039909534,0.09225555360260163,-0.06120425247993321,0.02715620072568237,-0.05365133676535501,-0.033780600166950024,-0.15127191899225928,0.27949077738169414,-0.19819081505723363,-0.12751558494428292,-0.09517422431195095,-0.08817951347396476,-0.019972860499361852,0.08180734088560312,0.020619343430377014,-0.23385705184283961,-0.16804626679531384,0.11972015898474003,0.2496923621673909,-0.10517675031400679,0.1457341669936051,0.029391016414532272,-0.08758163355763698,-0.15134063255257993,-0.022230986177332983,0.09446402120718632,-0.06736694295581754,-0.09542166803654774,0.1784340651615343,-0.07612636160691061,-0.08142048680282449,-0.05276715451679997,-0.11476210767437012,-0.2381762811077497,0.27747389225252395,-0.12933224196085646,-0.1758995038172191,-0.0935663125846291,0.10858207345441183,-0.02124909046366267,-0.10783301519811264,-0.150663414841879,0.025309648918029063,-0.028114523284644446,0.09094904792128387,-0.16214729105077064,-0.19349624358553133,-0.14667787472909716,0.014149009766469822,-0.056691242807921344,0.21896387858637797,-0.19787980991640225,-0.1918600554797333,0.09603508598584126,0.19998621091599902,-0.1486908300411864,0.12815366130025937,-0.1769618131174923,0.04388782309171023,0.02036740053058375,-0.12386784860757025,0.060333541966899884,-0.06237089765182641,0.14505867133023578,-0.07051614471268099,-0.16151387512077642,0.18216889061272235,0.003975869090265844,-0.1900241047837125,0.15673011329300518,-0.07677353310295694,-0.12933745884826384,-0.04167291605365294,0.3089629980629043,-0.021151378530485886,-0.09407974186817823,0.0008878025356433377,0.06333809774394866,0.07835500260214055,-0.23887123168728905,-0.09101738099579035,0.1697991962385383,0.2197328755320956,-0.15054431315255606,0.027335201892674604,0.2105650841000847,0.11544723983979481,-0.08137746007353291,0.09333591135606863,0.11514392331650353,-0.22423069604824425,0.009423011856125957,0.030087823434844767,-0.07194456393128433,-0.07384440092380923,0.12175419137330995,-0.22120319147575287,-0.0461682663923473,0.08765882052571465,0.048971513629102695,-0.06998805535046664,-0.18029253823113905,0.07482157969800703,0.09262486984180161,-0.06696592610444044,0.06772886875998699,-0.023521280158759046,0.5101009230304485,-0.16227367345523536,0.020449082528481263,-0.12080425488704079,0.16516540841981786,-0.11337036284542967,-0.13115975597119334,-0.10701272457125095,-0.16175100714819948,-0.1343936593918873
Adriaan Loosjes Pzn.,-0.08528565976243023,-0.09679080659131284,0.9589572833432618,0.3289388065294911,-0.2937134475587734,0.08793857903420298,0.09242603330829459,1.0015816742329797,0.3093270971370506,0.14647597383496724,-0.2472606008458953,0.3428171571698607,0.19104669845274777,-0.08092269893481706,-0.6429566529047356,-0.2147918690744919,-0.7587626873550903,0.5133779455813585,-0.18125819736061302,-0.6695677514132342,0.23840361003289245,-0.31338039914130383,-0.43030063204062835,-0.20608862946326073,0.09467594562209788,-0.24152646357323224,0.06079404697421737,0.4284580784259926,0.5471339201550868,0.15113295689894513,-0.6175263773641739,0.2076408028616974,-0.2573532704151606,-0.12528243833444078,0.031945152615917204,0.34197304032308923,-0.23580482013623547,-0.0835949453949243,-0.8697608440670564,-0.0074897852137499905,0.043360473111471405,0.3524511899843136,-0.04547037672560944,-0.3344036812123718,-0.7287832084982637,0.9178927562299257,-0.09389217113088577,0.18272498686587277,-0.31547321362892156,-0.20473237056993415,0.02591563411757553,-0.2967235515927867,-0.11131056599175738,-0.4122769623519308,-0.5495067002414968,-0.644639786709072,0.046965683868978744,0.14942821572728934,0.960564632487202,-0.0371997481473786,0.2264769653797409,-0.6962651827015848,-0.48514905714799145,-0.46115957356711107,-0.1793951443163069,-0.3571214474026316,0.10979296194417724,0.2185661943652263,-0.42420741497462444,-0.3739687267344382,-0.9397261493352995,-0.6437691994261987,0.9164296233359135,0.46792605144190996,0.4267449982637208,0.22833250575968758,-0.5708130564122955,-0.21469773785832605,0.47539144288511764,0.0020749229208940883,-0.4222880885293243,0.5446064538459005,0.2674567269064117,0.16904187853977362,-0.4285988547538731,0.49300347400644856,0.18250518877492555,-0.07875206165493669,-0.8380062392139815,-0.27279189385728997,-0.30642892148461914,0.12757982469948712,0.38706288864454136,-1.0154004049608256,-0.022436110814889686,-0.2665466026080767,0.008142684359135505,-0.0033287733268580464,-0.615234596644408,-0.19009364763331457,-0.20128604049838777,0.31902330857421995,-0.7530639416003299,0.23661351817404497,0.299051222236442,-0.20991063155159165,1.223632646337147,-0.33405812574176674,-0.3115848023206444,-0.018034499026429472,0.06702892336940323,-0.25860901657399765,-0.22635101737683896,-0.09956960393470803,-0.35835383713525715,-0.16538672266201312,-0.40275190977149034,0.42964459898542096,-0.16511429234576694,0.28871519230764653,-0.3078469290627626,-0.37166859713968997,-0.4380662742778548,0.003398856005412872,0.592857588887358,-0.08738119925131213,0.40279450152887947,0.16885579650085625,0.46964028563883903,-0.20553624215284275,0.5245420380943403,0.11360430747137629,0.7839296313097011,-0.49848236082844777,-0.004824968331469613,0.38485904441126834,-0.16377931795343534,0.04877629773392663,-0.007079487041521723,0.19621086683971375,0.6440950934122728,-0.29122527123613245,0.32089331134724186,-0.08599674215183922,0.229050562724804,0.028032631761275184,-0.014712913323055849,-0.23046934032750996
"Adriaan Loosjes, Jan van Walré",-0.16998133557704034,-0.38019956467081395,-0.26030010486582733,-0.16041120799419847,-0.34543158307080246,0.07425018898697773,0.24201422115750973,-0.1766704352325502,-0.037543057857703385,-0.6313946618511628,-0.24865754455951244,-0.4521218644832934,0.07380399915978865,0.2649067061843854,-0.347833983085128,-0.7053195111472438,0.37225468466225575,-0.1560072479496731,0.05834164441316902,-0.23815263356759253,0.3948682906879157,0.11566455351347796,-0.4666381350176218,0.2923121109837223,0.020724327821494255,0.1532907391720793,0.11202854103742844,-0.40808078906421336,-0.22543272803798725,-0.024457612607792677,-0.40121073367734056,0.1382254415897272,-0.10264297370304261,0.178068037267319,-0.1522775901630969,0.0058665915870559585,-0.08185049556760642,0.4606580056529694,0.13346268346797843,-0.09756166540868008,0.39625078388673773,-0.014216270505221089,-0.3518108078363685,0.03759340260481795,-0.18893710887006798,-0.5107767002141117,-0.41617408374895537,0.5128885760509219,0.08136986236974135,-0.2223523873622177,-0.393237109867525,0.19515396664217743,0.0015725498920637836,-0.36898716611010857,-0.40297750784182096,-0.09504064225521153,0.17193195223498609,0.2091996031378827,0.19341926927502728,-0.22639999385798965,-0.12344488181493803,-0.11696189737819206,-0.474527175237496,0.05389284883067098,-0.008090272673023645,-0.23844539610126816,-0.1899960552610915,0.0712512695286051,0.2194779390958886,-0.37291174962948453,-0.12647291316849962,0.03882659150045075,-0.34897166411044056,-0.04095343276516044,0.19607134955884056,0.31271644932461035,-0.2258821362056128,0.474792337884901,-0.14812751510509517,-0.3469479179215167,-0.38693638404372316,-0.04445417833120872,-0.07231962240290364,0.510704746693849,0.01583235204978488,0.3160791259685615,0.9227242949722246,-0.019619870988234714,0.22404943218266407,-0.1793438332908434,0.22753428440143716,-0.008340269978567003,0.084141153771421,-0.1719897979363958,0.05615617743573314,0.1860772601774227,-0.2844125716599204,-0.09454454250735224,-0.23319291449822163,0.4799345322576007,0.23607860325413907,-0.05038332909874232,-0.3824712661079349,-0.4684906330158523,-0.07323598919227751,0.12753348197035685,-0.4636151888617834,0.09756967076234657,0.5808422814977087,-0.3970855512530233,0.09858487996129202,-0.04691604470764362,0.1792526861249496,-0.2926940042851385,0.3172276462760777,-0.300590055740127,-0.6664471447453829,-0.42008226907073104,0.2385303219862626,0.3732440304847012,0.548974478214233,0.3068982810940097,0.3798448530926727,0.4985681224176788,0.03468592541884268,-0.28374922856615203,-0.041705937176524495,0.411694724532051,-0.2697942010968473,-0.0685662829969607,0.13666982963239466,0.16442595315189687,-0.14326893017946235,-0.20695762157512232,-0.2758086442858387,0.2705890935990346,0.3140474943191993,0.12428525061572285,0.05774458499156877,-0.13516658818666952,0.24658704368860665,-0.04154373353136603,0.5397515562737238,0.04112293851325854,0.06893227749132552,0.2870319763646026,-0.09847790745943451,0.08119033490114066
Aegidius Haeffacker,0.03472773098926857,-0.05040175611336196,-0.3390947128926782,0.10870860501708246,0.0009695329184280332,-0.023768131813348806,0.03630766441515443,0.22532681087754325,-0.14947886168323044,0.18831005516541446,0.11110208169271629,-0.1605325364410748,-0.12021961329950062,0.18223223936534963,-0.22126599466050234,0.23484035810825132,-0.2561743544092875,0.22890719198885728,0.008643568793609809,-0.20158780018592165,0.3931800633624618,0.3605584404676149,0.1003692558430939,-0.20584816277553655,0.11538525427375207,0.18418494440931127,0.2827003191705117,-0.33711205541625133,0.017623114170579223,-0.05827519907480105,0.2959621616990796,0.10233949118788882,-0.1935108396540889,-0.11054483011541864,-0.22769751859690268,-0.09373217561152845,0.13317722239993784,-0.12962248496903464,-0.06415146534376807,-0.13411167335314828,0.037205734684544536,0.1624754071293284,-0.029409452565618926,-0.25006592698366736,0.01173387942594267,0.1641996786772271,0.18800107014207781,-0.15734553290379794,-0.11990741897908455,-0.20426116958969867,-0.39363830846960307,0.6646929362493774,-0.10675122808132217,0.10634496462243923,-0.6325440545315993,0.11128399533527578,-0.17653493505037637,0.3192136683173959,0.3422575907855265,-0.6235217227490962,-0.041589209512798,0.10043839477347444,-0.44244581573018105,0.14581097947497226,0.30774657949365164,-0.33090831416006244,-0.479656990972144,0.11494898012505611,-0.32389213750143225,-0.08853071104709778,-0.15374718605736876,0.22178189693760642,-0.2942895877372834,-0.21670002384564227,0.20957987707544581,0.029137885753278987,0.13425693363293428,-0.3241247558366323,0.06240522853483697,0.582923164055655,0.26770632712521725,0.06470566124037652,-0.2657389818253476,0.08992865380153975,0.1187237270542647,0.39419197013416596,-0.8168365050652102,0.10267088737408271,0.0357399449512393,-0.6872469271287207,-0.15263229843965637,-0.4144110604750342,-0.49416146229381186,0.21322034812005553,0.08678979886567458,0.07849882832669337,0.045867932703326654,-0.5616827526927546,0.42411564569483723,0.18980543753320891,0.7931911797592686,0.7363185171870157,0.4630703160752079,0.017925545148859173,0.2276827925345126,0.20723510078611013,-0.08181347977320005,-0.25378932701612017,0.19895538951319686,0.274005021469816,0.018935687899547995,-0.12392391292761473,0.7614419942046884,0.5759213700915954,0.42208128465454586,-0.0070934944335145226,0.056634254427085674,0.5393628609755537,0.47199039619090594,-0.3816699235419582,0.4489828070560598,-0.3073573967420055,-0.09464271979636786,-0.04738079634718375,-0.014885661510844136,0.10318252595831147,-0.3193658346969913,-0.5595150881218729,0.46442451003547486,0.5110038804475504,0.10187101657383502,0.19579269436019311,0.37825208322419074,0.23800263762167856,-0.1410696893194262,-0.31644658601812775,-0.08251130939739923,0.15889688451614284,-0.12336717564917857,0.17659061278589938,-0.0870559225665974,-0.1155723621104203,0.33833355390806946,0.19294220241165835,0.30809642459515657,0.38696123702382623,-0.20277379194332984,-0.4576267680281341
Aeneas Mackay,0.15591930953192618,0.07396820013537551,-0.16097788293575424,-0.2122853599111873,-0.11725236032637519,0.2646996457772576,-0.05967271544306774,0.14379540654854744,-0.03896023525849469,0.09297055876289056,0.041479706999273724,0.08710216997775454,0.13212250941206446,0.10187508141708035,-0.14351031190567753,0.12659111731563846,-0.03835786558521119,0.09401820378193726,0.37667089146056315,-0.2535052095132024,-0.2858106076736528,0.05252729821479794,0.2570191368151695,-0.13396129154525002,-0.07688025420416365,0.15713369592630652,-0.02301837985485787,0.25775078047649735,-0.2598482069124569,0.06043094533695693,-0.15422294778604997,-0.1383747968588248,-0.055672778860062666,-0.2218739950405143,-0.17140222866390328,0.21531066334595714,0.15986454854596935,-0.07596189285351637,0.050258208842321156,0.11541248518428264,0.06904496101300675,-0.18767579571432985,0.2237144451279132,0.08995278999925696,0.04020259706834285,-0.13085457176870155,-0.09657739831206333,0.07514083734785824,0.1662993039545258,-0.20479175322794413,-0.08065475886980326,-0.014818325443946928,0.13375658829285,-0.06534546817386544,-0.05199148218973719,-0.11566335090183846,-0.20342671548780822,0.07936436589767376,0.1010556048310735,0.22999733429208552,-0.1502116187475226,0.07716183462629639,0.0993820350691791,-0.08468933108264443,-0.3108935242901743,0.06131723617788907,0.054446054533945486,-0.2403746651782847,0.011876293205735714,-0.010888629730099094,-0.0894710880746615,-0.12364576070699723,0.028594527305864592,0.1398254090316426,-0.1617303081634185,0.1599680561292783,0.013903514421953223,0.05688904328488993,-0.11765809553944018,0.09295203697017748,-0.010978799508056747,0.0942213637722748,-0.09567987390715263,-0.0964249534424201,0.05305061689496463,0.08640810232218052,0.05357900375385977,-0.07889453921868288,-0.06912939293871029,-0.071330227870311,-0.19682770507213115,-0.0365798618196638,-0.009250988508118257,0.35826343223300344,0.07056002112132735,-0.05625310432812786,0.024375010423477114,0.009613517301103743,0.07912711975363888,-0.08634000469838457,0.02056488646219869,-0.07916188670974275,0.018132955672594257,-0.024076694826960923,-0.07220499525891616,0.008563546324978098,0.15084166449162306,0.17767216244047557,0.2732040578019758,0.04628397426571054,0.05368997915215319,0.24650460005793035,-0.09028694372432074,-0.09079628201852638,0.14451198109506308,0.22772564077598356,-0.02336849462287957,-0.23012038234038748,-0.09435162094838215,0.08975460017309078,-0.010160825609532428,-0.1047571186525004,0.04900317226270942,-0.07614670664992527,-0.19433761809589364,-0.08455926295111046,0.09931396756963216,0.3635947186970717,-0.0021877296045759993,-0.0937632263332708,-0.14033356348463333,-0.1725887537409479,-0.1250943229426585,-0.12357941987900205,-0.03775643262139366,0.07135049238296878,-0.09983721841601748,0.2518456285997137,0.06990273682168067,0.1733535627286968,-0.12597145166295998,-0.15210733538351864,-0.07698325725990716,-0.07206516333506055,0.22683109584622954,-0.14714065725137415,-0.0833226746295713,0.11582931859255073
